run,RS,NSGA-II-D,NSGA-II
1,0.13274813099923183,0.39071839786490503,0.3351975549123324
2,0.1264131510964989,0.30958506210576464,0.4443270194434991
3,0.13760062086893168,0.30759283203057636,0.41711603245973305
4,0.13260234828163595,0.2964962610235206,0.33185725051350073
5,0.12831366293981825,0.42358933631117984,0.4573017137134218
6,0.12119196058415448,0.21339759422057308,0.42694024223059696
7,0.12416062365555777,0.23050596170752471,0.40349780561053616
8,0.12598368898432064,0.37972171789860326,0.4573017137134218
9,0.1273899026439357,0.3293871839621719,0.4573017137134218
10,0.12565891740982987,0.34985419899269304,0.26105468316218555
