Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.965472,1.953359,1.786491,-0.000005,-2.780094,0
1,0.532871,1.918426,3.445686,-0.987501,-1.664878,1
2,0.467516,1.692254,2.206196,-0.216529,-1.498033,0
3,0.252576,1.972298,3.045252,-0.001063,-0.990802,0
4,0.299090,1.398875,3.432311,-0.095151,-1.078554,0
5,0.301473,1.384513,0.084914,-0.000068,-1.172544,0
6,0.405341,0.676610,2.938071,-0.000628,-1.339098,0
7,0.561139,0.545142,3.925064,-0.000000,-1.697519,0
8,0.855261,1.108345,0.386226,-0.249439,-0.096175,0
9,0.612871,1.193765,0.989499,-0.207722,-2.422833,0
10,0.542424,1.016961,0.071255,-0.156519,-0.054984,0
11,0.513340,1.915249,0.829813,-0.003427,-1.623562,0
12,0.967542,1.561738,4.366635,-0.000000,-2.797153,0
13,0.150734,1.516500,3.619958,-0.000274,-0.741999,0
14,0.489844,0.780861,0.992220,-0.799343,-2.558846,1
15,0.396227,1.023774,1.324314,-0.306897,-0.051871,0
16,0.951851,1.496922,4.362975,-0.000000,-2.743683,0
17,0.387588,0.559171,2.293220,-0.000695,-1.275309,0
18,0.884884,1.405873,0.885532,-0.262646,-0.011153,0
19,0.951876,1.327211,0.706955,-0.305743,-0.102704,0
20,0.958078,0.633993,3.110611,-0.000000,-2.518400,0
21,0.836601,0.548877,2.289028,-0.000000,-2.394399,0
22,0.803147,1.113841,3.475663,-0.000000,-2.122812,0
23,0.929329,1.794785,0.793928,-0.096080,-2.971655,0
24,0.148553,0.739877,3.123216,-0.005462,-0.653313,0
25,0.708634,0.913664,4.591855,-0.000000,-1.927631,0
26,0.946577,1.343710,1.089056,-0.013606,-2.722041,0
27,0.479822,1.765450,3.864479,-0.958831,-1.530700,1
28,0.676547,0.862503,1.300644,-0.005360,-1.972978,0
29,0.481328,1.246560,3.816286,-0.002388,-1.518918,0
30,0.826326,1.592697,1.945897,-0.001847,-2.265821,0
31,0.719745,1.200163,1.214940,-0.350759,-0.068159,0
32,0.302621,0.960542,4.815857,-0.998788,-1.063746,1
33,0.138504,1.520105,1.922756,-0.000014,-0.770058,0
34,0.290421,1.222953,3.504773,-0.228412,-1.046487,0
35,0.818991,1.727991,3.269545,-0.000000,-2.326375,0
36,0.168101,1.067887,2.932386,-0.001758,-0.751494,0
37,0.925809,1.059605,4.198532,-0.000000,-2.439636,0
38,0.472120,1.856642,2.610932,-0.232234,-0.242375,0
39,0.248974,0.632000,0.975860,-0.745582,-0.914773,0
40,0.839847,1.185818,0.514627,-0.263592,-0.126436,0
41,0.652064,1.836784,0.161377,-0.005850,-1.935650,0
42,0.447531,1.737951,1.073532,-0.004177,-1.490997,0
43,0.981049,1.099979,4.890624,-0.000000,-2.846846,0
44,0.630802,0.807519,3.097730,-0.000000,-1.872832,0
45,0.200349,0.550999,0.903295,-0.068008,-0.808041,0
46,0.524467,1.463053,2.823891,-0.473890,-0.159953,0
47,0.780755,0.614145,1.378849,-0.000000,-2.112799,0
48,0.968189,1.217291,2.897924,-0.000000,-2.555303,0
49,0.975903,1.386118,1.592141,-0.000000,-2.819061,0
