Attribute,Value
Number Critical Scenarios,294
Number Critical Scenarios (duplicate free),84
Number All Scenarios,1000
Number All Scenarios (duplicate free),216
Number Best Critical Scenarios,7
Number Best Critical Scenarios (duplicate free),7
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.29
Ratio Critical/All scenarios (duplicate free),0.39
Ratio Best Critical/Best Scenarios,0.35
Ratio Best Critical/Best Scenarios (duplicate free),0.35
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.99838388  0.83703913 -4.1668539 ]
Input value of critical (first of population of interest),[ 1.04354683 -5.4344134   1.59786334]
