Attribute,Value
Number Critical Scenarios,125
Number Critical Scenarios (duplicate free),125
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,13
Number Best Critical Scenarios (duplicate free),13
Number Best Scenarios,15
Number Best Scenarios (duplicate free),15
Ratio Critical/All scenarios,0.12
Ratio Critical/All scenarios (duplicate free),0.12
Ratio Best Critical/Best Scenarios,0.87
Ratio Best Critical/Best Scenarios (duplicate free),0.87
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99999923  0.83311025  0.        ]
Input value of critical (first of population of interest),[0.18267514 7.13562639 7.68299667]
