Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.914264,1.760296,4.081494,-0.000000,-2.404680,0
1,0.772962,1.169361,2.605907,-0.000000,-2.106864,0
2,0.525001,1.291415,2.043176,-0.298788,-2.503199,0
3,0.845434,0.841511,3.550331,-0.000000,-2.252032,0
4,0.484054,1.715125,3.684030,-0.990800,-1.541760,0
5,0.102373,0.737931,1.727610,-0.000388,-0.567198,0
6,0.777297,0.761096,1.561454,-0.000000,-2.106714,0
7,0.191089,0.975836,4.682495,-0.044529,-0.776017,0
8,0.146591,0.875892,1.142410,-0.000253,-0.734655,0
9,0.644382,0.549919,2.532606,-0.000000,-1.916149,0
10,0.637216,1.826781,1.920375,-0.139861,-0.020657,0
11,0.820955,1.244014,4.229804,-0.000000,-2.159927,0
12,0.100682,1.145875,1.191170,-0.000008,-0.661669,0
13,0.841711,1.002800,1.804379,-0.000000,-2.307129,0
14,0.308294,1.763602,3.316425,-0.022555,-1.088536,0
15,0.495186,1.359987,2.787454,-0.515263,-0.165887,0
16,0.562724,0.539282,3.240919,-0.000000,-1.704419,0
17,0.665561,1.570192,3.414904,-0.000000,-1.956471,0
18,0.618616,1.540126,3.116580,-0.000856,-1.857103,0
19,0.405130,1.258724,4.075577,-0.813788,-1.338490,0
20,0.766460,1.295857,0.927773,-0.323432,-0.098963,0
21,0.609005,0.947863,3.317548,-0.000000,-1.834448,0
22,0.891631,0.510270,1.959757,-0.000000,-2.480101,0
23,0.947911,1.241795,4.013171,-0.000000,-2.480421,0
24,0.196417,0.565043,0.244522,-0.056930,-0.798853,0
25,0.106331,0.763950,2.593234,-0.000697,-0.545836,0
26,0.575572,1.649887,0.664964,-0.027491,-1.782850,0
27,0.810350,0.618305,4.566024,-0.000000,-2.131541,0
28,0.101981,1.120576,3.891633,-0.000278,-0.547156,0
29,0.448149,0.738318,3.761019,-0.000000,-1.425862,0
30,0.797868,1.199449,1.210885,-0.418549,-2.170305,0
31,0.900949,1.668629,3.757289,-0.000000,-2.396041,0
32,0.450606,1.322075,1.992092,-0.213393,-0.221059,0
33,0.996223,1.810520,1.181046,-0.309220,-0.048614,0
34,0.785809,1.529462,4.822599,-0.000000,-2.027344,0
35,0.620126,1.715589,4.241534,-0.000000,-1.855123,0
36,0.229955,0.809640,3.631386,-0.284395,-0.871941,0
37,0.457928,1.481430,0.271553,-0.002197,-1.496672,0
38,0.754101,1.095347,2.973414,-0.000000,-2.087383,0
39,0.321505,1.262565,0.983869,-0.002038,-1.172915,0
40,0.336346,1.823805,4.168124,-0.315544,-1.155131,0
41,0.188501,1.289469,1.030962,-0.000037,-0.905001,0
42,0.228064,0.589464,0.093689,-0.217230,-0.860202,0
43,0.385231,0.593713,0.064120,-0.910492,-2.339532,1
44,0.464924,1.625060,4.523290,-0.000625,-1.479188,0
45,0.800528,0.550624,0.664485,-0.000000,-2.175661,0
46,0.702773,1.388841,4.478806,-0.000000,-1.924134,0
47,0.227148,0.788431,1.306874,-0.029308,-0.884340,0
48,0.648757,1.839243,1.184509,-0.287443,-1.931991,0
49,0.763525,1.759694,0.338999,-0.168763,-2.099599,0
50,0.637289,1.016529,1.797140,-0.120024,-1.900363,0
51,0.519743,1.806518,3.480767,-0.984961,-1.618192,0
52,0.711095,1.451973,3.187477,-0.000000,-2.047027,0
53,0.941619,1.210497,1.115852,-0.000219,-2.704278,0
54,0.583799,1.592328,4.030756,-0.000000,-1.773703,0
55,0.568548,1.526190,2.936345,-0.852880,-1.749157,0
56,0.633431,0.773488,4.478098,-0.000000,-1.809972,0
57,0.632429,1.029317,4.236281,-0.000000,-1.820047,0
58,0.542221,0.555529,3.800896,-0.000000,-1.660750,0
59,0.397270,1.634761,2.670378,-0.151274,-1.317737,0
60,0.726917,0.614389,0.194632,-0.000088,-2.051444,0
61,0.968847,0.753592,0.649898,-0.000000,-2.801400,0
62,0.200154,1.193293,2.354126,-0.000860,-0.867990,0
63,0.367499,1.167223,3.983008,-0.905790,-1.232167,0
64,0.535859,0.694839,3.399528,-0.000000,-1.661982,0
65,0.345761,1.041985,3.410246,-0.803785,-1.861702,0
66,0.563809,0.801171,1.330494,-0.433299,-1.736767,0
67,0.148120,1.144888,2.542293,-0.000257,-0.736981,0
68,0.826696,1.552640,3.864758,-0.000000,-2.181319,0
69,0.932556,0.871942,4.175878,-0.000000,-2.442970,0
70,0.154724,1.087325,0.778673,-0.000033,-0.806074,0
71,0.538169,1.031113,3.332321,-0.000001,-1.670133,0
72,0.411440,1.877497,1.781604,-0.006458,-1.379330,0
73,0.925061,1.935616,2.737645,-0.000000,-2.536200,0
74,0.783261,1.355706,0.665783,-0.297273,-3.711429,0
75,0.723862,1.318904,1.829924,-0.309230,-2.051191,0
76,0.402959,0.596310,1.654440,-0.211264,-1.330317,0
77,0.202620,0.876442,3.384427,-0.073793,-0.810761,0
78,0.927643,1.226999,0.928685,-0.024761,-2.656082,0
79,0.214783,1.323555,4.606559,-0.036812,-0.859730,0
80,0.998198,1.651663,1.462578,-0.000031,-2.901217,0
81,0.588308,1.425588,3.919456,-0.000000,-1.774470,0
82,0.962427,1.767620,2.347791,-0.000000,-2.687464,0
83,0.587164,1.479368,1.843288,-0.165000,-0.128850,0
84,0.368394,1.487926,4.793799,-0.992258,-1.239806,0
85,0.123391,0.974001,3.967036,-0.001621,-0.619287,0
86,0.451590,1.580208,4.139151,-0.529501,-1.452654,0
87,0.599159,1.009894,0.594322,-0.503068,-0.707476,0
88,0.677222,0.674223,4.333971,-0.000000,-1.868151,0
89,0.443664,1.417506,4.842359,-0.000006,-1.417707,0
90,0.736450,1.065780,1.415398,-0.073748,-2.075393,0
91,0.568337,1.802661,1.656515,-0.304580,-1.754791,0
92,0.214573,1.396160,3.152876,-0.002159,-0.907444,0
93,0.498629,1.037197,4.587863,-0.000000,-1.565664,0
94,0.731496,0.557211,4.506374,-0.000000,-1.961268,0
95,0.786052,1.292697,2.343412,-0.000000,-2.160431,0
96,0.849503,1.838618,4.784063,-0.000000,-2.258741,0
97,0.247843,1.033086,4.682672,-0.319173,-0.066199,0
98,0.151758,1.434066,4.509295,-0.001353,-0.718789,0
99,0.887482,0.738451,3.521449,-0.000000,-2.500105,0
100,0.236180,1.862155,0.016181,-0.000002,-1.095404,0
101,0.223294,1.921733,1.128688,-0.000010,-1.006024,0
102,0.852995,1.736522,1.545511,-0.598066,-2.377398,0
103,0.625671,1.131994,2.845005,-0.000002,-1.860867,0
104,0.912311,0.939747,2.760925,-0.000000,-2.493837,0
105,0.455057,1.848488,2.578125,-0.242180,-1.479147,0
106,0.644295,1.121860,2.001135,-0.103719,-1.921159,0
107,0.776881,0.644088,3.730962,-0.000000,-2.075519,0
108,0.569693,1.845428,0.480513,-0.004139,-1.768255,0
