Attribute,Value
Number Critical Scenarios,965
Number Critical Scenarios (duplicate free),275
Number All Scenarios,1000
Number All Scenarios (duplicate free),305
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.96
Ratio Critical/All scenarios (duplicate free),0.90
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.88992745  0.78243229]
Input value of critical (first of population of interest),[1.0089725  1.86306307 3.80257666]
