run,RS,NSGA-II-D,NSGA-II
1,0.10807823546226751,0.22419115026602532,0.30856316850497534
2,0.10918310885676359,0.23474097074237038,0.23152112069378813
3,0.09424603521691356,0.16054437950405806,0.5537540307522395
4,0.10215298273361255,0.27280635672495984,0.4217435325263283
5,0.10924585982744112,0.16253707941387394,0.2562551520921169
6,0.1012305650261441,0.27742780091336755,0.2260931084435324
7,0.10104423127092191,0.2976984169261201,0.3941629251404796
8,0.10318124252623556,0.24041079604789103,0.22182742133274558
9,0.10597221623660776,0.2010239356232711,0.2818318742385158
10,0.09946146550307698,0.15810209614109244,0.27461714289510586
