RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.22559239286500826,0.024582466790121354,100.0,0.3452692292247481,0.07655309375591154,100.0,0.37293171357028604,0.14238621678233038
200.0,0.1748684817543557,0.011303919951005619,200.0,0.29117103851925547,0.04643259480975029,200.0,0.34568558357121687,0.12778653617428326
300.0,0.15534760424147953,0.010540939584011073,300.0,0.2685485595088198,0.04868082500030454,300.0,0.3360876518525836,0.12947568577728685
400.0,0.14060798896129542,0.0071510290365530554,400.0,0.2616707687530067,0.05091149955033862,400.0,0.3325185488287383,0.1263847951677473
500.0,0.13073561560677305,0.009061355346594578,500.0,0.25149822577312364,0.045339442466906535,500.0,0.32979925374383867,0.12556031426581507
600.0,0.12197325911406469,0.008263384996823062,600.0,0.2431962312677884,0.049860380516033,600.0,0.3280383331660522,0.12655515890178132
700.0,0.11452204203128122,0.006019551709242006,700.0,0.23742720138367207,0.047107186869417624,700.0,0.326915947712829,0.12644172134850445
800.0,0.11055065572110782,0.005452612996088265,800.0,0.2312637367028448,0.0516232130299325,800.0,0.32459619530884637,0.12122534000569728
900.0,0.10615386233577148,0.004877416526527083,900.0,0.22359116239832014,0.051027123351717954,900.0,0.3175509085223101,0.10825529577052802
1000.0,0.10337959426599845,0.004799103749415426,1000.0,0.22294829823030296,0.05133381506600352,1000.0,0.3170369476619827,0.10770356634842233
