Attribute,Value
Number Critical Scenarios,506
Number Critical Scenarios (duplicate free),93
Number All Scenarios,1000
Number All Scenarios (duplicate free),195
Number Best Critical Scenarios,335
Number Best Critical Scenarios (duplicate free),41
Number Best Scenarios,681
Number Best Scenarios (duplicate free),63
Ratio Critical/All scenarios,0.51
Ratio Critical/All scenarios (duplicate free),0.48
Ratio Best Critical/Best Scenarios,0.49
Ratio Best Critical/Best Scenarios (duplicate free),0.65
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.983668  0.821694 -5.467924]
Input value of critical (first of population of interest),[-6.155465 -2.404885  1.605485]
