Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input
0,6.864920,1.695516,1.338633,-0.862234,0.732626,0.000000
1,-6.961369,-0.472868,7.611570,-0.992293,0.807254,0.000000
2,-3.053397,-5.337743,5.449023,-0.515857,0.797535,0.000000
3,7.874234,7.313921,12.376350,-0.999879,0.870277,0.000000
4,-0.335511,6.304726,1.814426,-0.989163,0.730430,0.000000
5,7.295526,-3.243160,5.194610,-0.999988,0.835102,0.000000
6,-7.718903,-4.976446,14.553039,-0.881893,0.778019,0.000000
7,-7.935939,-3.520426,3.166818,-0.999943,0.828038,0.000000
8,4.877482,-4.380459,10.951653,-0.820417,0.779717,0.000000
9,5.702276,6.410339,15.677136,-0.872165,0.770304,0.000000
10,7.172593,5.651292,16.294306,-0.921931,0.769009,0.000000
11,-0.073017,6.676935,9.653301,-0.626223,0.800105,0.000000
12,4.422909,3.946902,0.563386,-0.984607,0.726127,0.000000
13,2.774106,5.146580,3.529198,-0.908856,0.770675,0.000000
14,-6.015813,-4.995233,3.798644,-0.795125,0.790850,0.000000
15,1.831530,4.416910,0.049938,-0.935119,0.716698,0.000000
16,2.304148,3.975154,3.091947,-0.921163,0.694673,0.000000
17,7.815619,-3.447370,7.388853,-0.999994,0.807293,0.000000
18,0.628146,6.816277,0.149938,-0.727688,0.734535,0.000000
19,-0.811102,-3.413083,16.073099,-0.621875,0.736751,0.000000
20,-4.051758,4.072942,12.986186,-0.925956,0.791930,0.000000
21,2.244120,-3.887993,11.544238,-0.936424,0.779949,0.000000
22,-4.151886,-6.928254,13.260909,-0.999609,0.719608,0.000000
23,6.229213,-0.982561,6.742348,-0.999973,0.780688,0.000000
24,-6.220031,-2.352139,10.966000,-0.874606,0.729582,0.000000
25,-2.866920,-6.516529,13.409301,-0.981286,0.680923,0.000000
26,5.784365,5.012697,1.061306,-0.982425,0.744542,0.000000
27,-1.143588,6.557417,2.401806,-0.989331,0.746335,0.000000
28,0.102725,-5.324719,5.397832,-0.875734,0.808279,0.000000
29,-3.465301,6.916669,14.077924,-0.920029,0.755588,0.000000
30,7.511016,4.356469,10.641296,-0.736484,0.818962,0.000000
31,2.667601,6.405184,0.152324,-0.930809,0.728583,0.000000
32,-1.764674,7.963565,5.654304,-0.999946,0.815659,0.000000
33,5.167116,-5.250765,10.775129,-0.876565,0.786241,0.000000
34,4.877321,1.896943,0.476065,-0.985398,0.739369,0.000000
35,5.012241,5.666466,13.180844,-0.999881,0.851041,0.000000
36,7.477415,-7.865924,5.232456,-0.999959,0.825357,0.000000
37,-4.058980,7.658350,10.303805,-0.990812,0.820967,0.000000
38,6.979160,3.363730,7.370968,-0.978645,0.787146,0.000000
39,-6.496406,0.309865,2.815205,-0.999999,0.812752,0.000000
40,4.655570,3.976247,2.117134,-0.991132,0.707246,0.000000
41,5.535656,-2.488030,6.683556,-0.999849,0.802666,0.000000
42,7.905942,0.126608,3.100638,-0.996396,0.723176,0.000000
43,-2.979404,-6.037838,13.014923,-0.992229,0.685989,0.000000
44,6.568481,7.772253,3.846233,-0.997567,0.758431,0.000000
45,-7.141051,-7.339057,7.262459,-0.628693,0.792845,0.000000
46,-0.178228,-4.467886,5.259156,-0.580400,0.800503,0.000000
47,6.008286,-2.266770,11.049541,-0.955371,0.813547,0.000000
48,-4.828810,1.797443,10.047505,-0.810491,0.761597,0.000000
49,-6.602079,-4.604433,7.702219,-0.932283,0.834023,0.000000
50,-7.736801,0.687976,1.136691,-1.000000,0.781674,0.000000
51,-1.700807,7.355569,10.046925,-0.997975,0.819274,0.000000
52,-4.534584,7.053995,13.309103,-0.642971,0.811038,0.000000
53,1.991652,-4.709158,15.985306,-0.698044,0.713625,0.000000
54,-4.735098,-5.366666,13.455770,-0.999908,0.753009,0.000000
55,-5.949601,-4.992013,9.678763,-0.981873,0.715686,0.000000
56,-5.839353,-5.986886,4.029198,-0.904040,0.788791,0.000000
57,5.683784,1.713169,4.898340,-0.986197,0.784507,0.000000
58,-2.590608,-4.649736,10.191278,-0.854172,0.728676,0.000000
59,-6.344969,-3.320606,8.305931,-0.970793,0.831704,0.000000
60,-5.175982,3.100817,2.815729,-0.991288,0.783827,0.000000
61,4.776043,2.990775,3.079773,-0.990496,0.712552,0.000000
62,-2.936861,7.044065,10.410499,-0.994330,0.822252,0.000000
63,-4.951913,2.127268,7.525536,-0.893617,0.768507,0.000000
64,6.456732,-1.865933,4.636191,-0.999987,0.823831,0.000000
65,-5.121595,1.063906,10.958029,-0.917772,0.709840,0.000000
66,-7.964486,2.348796,10.417237,-0.989759,0.750039,0.000000
67,5.986135,2.961811,6.755527,-0.898531,0.764121,0.000000
68,6.835869,7.299419,15.847117,-0.915593,0.749128,0.000000
69,-4.491907,-0.118557,13.040711,-0.988457,0.755850,0.000000
70,-1.482773,6.319515,16.977701,-0.937395,0.751947,0.000000
71,5.112593,1.307533,5.120782,-0.968189,0.795260,0.000000
72,6.432010,-0.199021,1.372319,-0.620341,0.738687,0.000000
73,6.665980,-5.484170,6.937024,-0.999854,0.804139,0.000000
74,5.527520,4.932106,12.256337,-0.999848,0.843560,0.000000
75,-6.026467,3.262229,16.538612,-0.991040,0.706772,0.000000
76,3.004360,1.041205,1.587659,-0.523003,0.719309,0.000000
77,-5.409085,2.687667,11.304189,-0.879733,0.735040,0.000000
78,2.964653,7.271500,6.096751,-0.998458,0.758012,0.000000
79,-5.231346,5.665780,9.862449,-0.959170,0.803653,0.000000
80,-6.818814,-7.560221,4.240136,-0.985241,0.783197,0.000000
81,6.655644,-5.699211,9.903524,-0.603527,0.733265,0.000000
82,-0.195335,5.074347,0.274838,-0.583831,0.740274,0.000000
83,-7.776348,-5.064033,11.713967,-0.999837,0.730431,0.000000
84,4.494106,-5.681066,11.865657,-0.925472,0.793464,0.000000
85,-4.542572,-5.304024,8.620533,-0.573350,0.835313,0.000000
86,5.061266,-4.275279,5.496865,-0.996538,0.814395,0.000000
87,7.056017,6.371333,11.524620,-0.999969,0.842121,0.000000
88,-5.612452,2.389302,12.820745,-0.769395,0.783007,0.000000
89,-5.710466,-2.709184,16.696253,-0.769295,0.727795,0.000000
90,-5.325856,2.758156,3.761767,-0.994507,0.820721,0.000000
91,-1.828219,6.545840,10.421563,-0.993028,0.820934,0.000000
92,4.876512,-0.407399,6.637023,-0.717882,0.788922,0.000000
93,-2.557602,-3.975147,8.772207,-0.526058,0.817527,0.000000
94,-7.343546,-3.682078,16.550431,-0.999559,0.729641,0.000000
95,4.537295,5.925114,3.005288,-0.990848,0.711144,0.000000
96,1.065673,2.771662,0.614332,-0.687726,0.751667,0.000000
97,6.103875,-3.879073,6.985515,-0.999862,0.811597,0.000000
98,-5.765904,7.611225,10.767764,-0.642217,0.743447,0.000000
99,5.377828,7.666485,3.175302,-0.985922,0.707753,0.000000
