Attribute,Value
Number Critical Scenarios,339
Number Critical Scenarios (duplicate free),339
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,11
Number Best Critical Scenarios (duplicate free),11
Number Best Scenarios,13
Number Best Scenarios (duplicate free),13
Ratio Critical/All scenarios,0.34
Ratio Critical/All scenarios (duplicate free),0.34
Ratio Best Critical/Best Scenarios,0.85
Ratio Best Critical/Best Scenarios (duplicate free),0.85
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99999404  0.80729317  0.        ]
Input value of critical (first of population of interest),[ 7.81561937 -3.44736955  7.38885304]
