Attribute,Value
Number Critical Scenarios,38
Number Critical Scenarios (duplicate free),38
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,3
Number Best Critical Scenarios (duplicate free),3
Number Best Scenarios,8
Number Best Scenarios (duplicate free),8
Ratio Critical/All scenarios,0.04
Ratio Critical/All scenarios (duplicate free),0.04
Ratio Best Critical/Best Scenarios,0.38
Ratio Best Critical/Best Scenarios (duplicate free),0.38
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.927521  0.828818  0.      ]
Input value of critical (first of population of interest),[ 6.481599 -6.017738  2.482226]
