Attribute,Value
Number Critical Scenarios,558
Number Critical Scenarios (duplicate free),111
Number All Scenarios,1000
Number All Scenarios (duplicate free),237
Number Best Critical Scenarios,375
Number Best Critical Scenarios (duplicate free),35
Number Best Scenarios,588
Number Best Scenarios (duplicate free),59
Ratio Critical/All scenarios,0.56
Ratio Critical/All scenarios (duplicate free),0.47
Ratio Best Critical/Best Scenarios,0.64
Ratio Best Critical/Best Scenarios (duplicate free),0.59
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.99139   0.739106 -2.083422]
Input value of critical (first of population of interest),[-4.937307 -0.225556  3.060737]
