Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive
0,0.648477,0.883656,0.656542,-0.845260,-2.822933,-12.028578
1,0.592760,0.790043,0.467906,-0.986710,-2.720528,-12.028578
2,0.648477,0.883656,0.656542,-0.845260,-2.822933,-12.028578
3,0.592760,0.790043,0.467906,-0.986710,-2.720528,-12.028578
4,0.648477,0.885856,0.656542,-0.814715,-2.822933,-12.718929
5,0.597175,0.790043,0.467906,-0.983385,-2.725069,-12.718929
6,0.571410,0.785111,0.511800,-0.973039,-2.669262,-12.718929
7,0.592760,0.790043,0.467906,-0.986710,-2.720528,-12.028578
8,0.648477,0.885856,0.656542,-0.814715,-2.822933,-12.718929
9,0.597175,0.790043,0.467906,-0.983385,-2.725069,-12.718929
10,0.650864,0.883656,0.656542,-0.851452,-2.912157,-12.118211
11,0.571410,0.785111,0.511800,-0.973039,-2.669262,-12.718929
12,0.648477,0.883656,0.656542,-0.845260,-2.822933,-12.028578
13,0.592760,0.790043,0.467906,-0.986710,-2.720528,-12.028578
14,0.648477,0.885856,0.656542,-0.814715,-2.822933,-12.718929
15,0.597175,0.790043,0.467906,-0.983385,-2.725069,-12.718929
16,0.650864,0.883656,0.656542,-0.851452,-2.912157,-12.118211
17,0.571410,0.785111,0.511800,-0.973039,-2.669262,-12.718929
18,0.648477,0.883656,0.656542,-0.845260,-2.822933,-12.028578
19,0.592760,0.790043,0.467906,-0.986710,-2.720528,-12.028578
20,0.648477,0.885856,0.656542,-0.814715,-2.822933,-12.718929
21,0.597175,0.790043,0.467906,-0.983385,-2.725069,-12.718929
22,0.650864,0.883656,0.656542,-0.851452,-2.912157,-12.118211
23,0.648477,0.885856,0.656564,-0.814715,-2.822933,-12.450857
24,0.571410,0.785111,0.511800,-0.973039,-2.669262,-12.718929
25,0.596464,0.799273,0.463939,-0.959221,-2.722206,-12.450857
26,0.648477,0.883656,0.656542,-0.845260,-2.822933,-12.028578
27,0.648477,0.885856,0.656542,-0.814715,-2.822933,-12.718929
28,0.597175,0.790043,0.467906,-0.983385,-2.725069,-12.718929
29,0.650864,0.883656,0.656542,-0.851452,-2.912157,-12.118211
30,0.715643,0.885856,0.305511,-0.821417,-2.870057,-12.406512
31,0.593055,0.791082,0.442751,-0.991934,-2.720668,-12.406512
32,0.648477,0.885856,0.656564,-0.814715,-2.822933,-12.450857
33,0.571410,0.785111,0.511800,-0.973039,-2.669262,-12.718929
34,0.648477,0.883656,0.656542,-0.845260,-2.822933,-12.028578
35,0.596464,0.799273,0.463939,-0.959221,-2.722206,-12.450857
36,0.592760,0.790043,0.467906,-0.986710,-2.720528,-12.028578
37,0.648477,0.885856,0.656542,-0.814715,-2.822933,-12.718929
38,0.597175,0.790043,0.467906,-0.983385,-2.725069,-12.718929
39,0.650864,0.883656,0.656542,-0.851452,-2.912157,-12.118211
40,0.715643,0.885856,0.305511,-0.821417,-2.870057,-12.406512
41,0.593055,0.791082,0.442751,-0.991934,-2.720668,-12.406512
42,0.650902,0.885312,0.656542,-0.825909,-2.912158,-12.242709
43,0.648477,0.868852,0.656542,-0.958245,-2.827143,-12.242709
44,0.648477,0.883656,0.656542,-0.845260,-2.822933,-12.028578
45,0.648477,0.885856,0.656564,-0.814715,-2.822933,-12.450857
46,0.571410,0.785111,0.511800,-0.973039,-2.669262,-12.718929
47,0.592812,0.790063,0.433197,-0.986405,-2.720551,-12.242709
48,0.596464,0.799273,0.463939,-0.959221,-2.722206,-12.450857
49,0.592760,0.790043,0.467906,-0.986710,-2.720528,-12.028578
50,0.648477,0.885856,0.656542,-0.814715,-2.822933,-12.718929
51,0.597175,0.790043,0.467906,-0.983385,-2.725069,-12.718929
52,0.650864,0.883656,0.656542,-0.851452,-2.912157,-12.118211
53,0.715643,0.885856,0.305511,-0.821417,-2.870057,-12.406512
54,0.593055,0.791082,0.442751,-0.991934,-2.720668,-12.406512
55,0.650902,0.885312,0.656542,-0.825909,-2.912158,-12.242709
56,0.648477,0.868852,0.656542,-0.958245,-2.827143,-12.242709
57,0.597306,0.813352,0.466199,-0.854971,-2.725193,-12.361053
58,0.648477,0.883656,0.656542,-0.845260,-2.822933,-12.028578
59,0.571410,0.785111,0.511800,-0.973039,-2.669262,-12.718929
60,0.648477,0.885856,0.656564,-0.814715,-2.822933,-12.450857
61,0.596464,0.799273,0.463939,-0.959221,-2.722206,-12.450857
62,0.592760,0.790043,0.467906,-0.986710,-2.720528,-12.028578
63,0.648477,0.885856,0.656542,-0.814715,-2.822933,-12.718929
64,0.597175,0.790043,0.467906,-0.983385,-2.725069,-12.718929
65,0.650864,0.883656,0.656542,-0.851452,-2.912157,-12.118211
66,0.715643,0.885856,0.305511,-0.821417,-2.870057,-12.406512
67,0.593055,0.791082,0.442751,-0.991934,-2.720668,-12.406512
68,0.650902,0.885312,0.656542,-0.825909,-2.912158,-12.242709
69,0.648477,0.868852,0.656542,-0.958245,-2.827143,-12.242709
70,0.597306,0.813352,0.466199,-0.854971,-2.725193,-12.361053
71,0.649232,0.871307,0.656542,-0.954654,-2.910881,-12.264493
72,0.639530,0.859985,0.696496,-0.980379,-2.817962,-12.264493
73,0.592760,0.790043,0.467906,-0.986710,-2.720528,-12.028578
74,0.571410,0.785111,0.511800,-0.973039,-2.669262,-12.718929
75,0.648477,0.885856,0.656564,-0.814715,-2.822933,-12.450857
76,0.668374,0.885312,0.686022,-0.952292,-2.841997,-12.264493
77,0.648477,0.885856,0.656542,-0.814715,-2.822933,-12.718929
78,0.597175,0.790043,0.467906,-0.983385,-2.725069,-12.718929
79,0.650864,0.883656,0.656542,-0.851452,-2.912157,-12.118211
80,0.715643,0.885856,0.305511,-0.821417,-2.870057,-12.406512
81,0.593055,0.791082,0.442751,-0.991934,-2.720668,-12.406512
82,0.650902,0.885312,0.656542,-0.825909,-2.912158,-12.242709
83,0.648477,0.868852,0.656542,-0.958245,-2.827143,-12.242709
84,0.597306,0.813352,0.466199,-0.854971,-2.725193,-12.361053
85,0.649232,0.871307,0.656542,-0.954654,-2.910881,-12.264493
86,0.639530,0.859985,0.696496,-0.980379,-2.817962,-12.264493
87,0.650864,0.883166,0.667817,-0.874459,-2.912157,-11.975661
88,0.571410,0.785111,0.511800,-0.973039,-2.669262,-12.718929
89,0.648477,0.885856,0.656564,-0.814715,-2.822933,-12.450857
90,0.668374,0.885312,0.686022,-0.952292,-2.841997,-12.264493
91,0.592760,0.790043,0.467906,-0.986710,-2.720528,-12.028578
92,0.648477,0.885856,0.656542,-0.814715,-2.822933,-12.718929
93,0.597175,0.790043,0.467906,-0.983385,-2.725069,-12.718929
94,0.650864,0.883656,0.656542,-0.851452,-2.912157,-12.118211
95,0.715643,0.885856,0.305511,-0.821417,-2.870057,-12.406512
96,0.593055,0.791082,0.442751,-0.991934,-2.720668,-12.406512
97,0.650902,0.885312,0.656542,-0.825909,-2.912158,-12.242709
98,0.648477,0.868852,0.656542,-0.958245,-2.827143,-12.242709
99,0.597306,0.813352,0.466199,-0.854971,-2.725193,-12.361053
100,0.649232,0.871307,0.656542,-0.954654,-2.910881,-12.264493
101,0.639530,0.859985,0.696496,-0.980379,-2.817962,-12.264493
102,0.650864,0.883166,0.667817,-0.874459,-2.912157,-11.975661
103,0.649232,0.871307,0.665409,-0.962487,-2.910881,-11.958577
104,0.653817,0.867243,0.656542,-0.965845,-2.831322,-11.958577
105,0.650747,0.885899,0.656564,-0.839236,-2.911571,-11.958577
106,0.571410,0.785111,0.511800,-0.973039,-2.669262,-12.718929
107,0.648477,0.885856,0.656564,-0.814715,-2.822933,-12.450857
108,0.648477,0.885856,0.656542,-0.814715,-2.822933,-12.718929
109,0.597175,0.790043,0.467906,-0.983385,-2.725069,-12.718929
110,0.650864,0.883656,0.656542,-0.851452,-2.912157,-12.118211
111,0.715643,0.885856,0.305511,-0.821417,-2.870057,-12.406512
112,0.593055,0.791082,0.442751,-0.991934,-2.720668,-12.406512
113,0.650902,0.885312,0.656542,-0.825909,-2.912158,-12.242709
114,0.648477,0.868852,0.656542,-0.958245,-2.827143,-12.242709
115,0.597306,0.813352,0.466199,-0.854971,-2.725193,-12.361053
116,0.649232,0.871307,0.656542,-0.954654,-2.910881,-12.264493
117,0.639530,0.859985,0.696496,-0.980379,-2.817962,-12.264493
118,0.650864,0.883166,0.667817,-0.874459,-2.912157,-11.975661
119,0.649232,0.871307,0.665409,-0.962487,-2.910881,-11.958577
120,0.653817,0.867243,0.656542,-0.965845,-2.831322,-11.958577
121,0.597586,0.790043,0.434981,-0.995177,-2.725524,-11.664621
122,0.672529,0.883656,0.656542,-0.974647,-2.930048,-11.664621
123,0.649555,0.873287,0.656542,-0.928378,-2.827854,-11.664621
124,0.650747,0.885899,0.656564,-0.839236,-2.911571,-11.958577
125,0.571410,0.785111,0.511800,-0.973039,-2.669262,-12.718929
126,0.648477,0.885856,0.656542,-0.814715,-2.822933,-12.718929
127,0.597175,0.790043,0.467906,-0.983385,-2.725069,-12.718929
128,0.650864,0.883656,0.656542,-0.851452,-2.912157,-12.118211
129,0.715643,0.885856,0.305511,-0.821417,-2.870057,-12.406512
130,0.593055,0.791082,0.442751,-0.991934,-2.720668,-12.406512
131,0.650902,0.885312,0.656542,-0.825909,-2.912158,-12.242709
132,0.648477,0.868852,0.656542,-0.958245,-2.827143,-12.242709
133,0.597306,0.813352,0.466199,-0.854971,-2.725193,-12.361053
134,0.649232,0.871307,0.656542,-0.954654,-2.910881,-12.264493
135,0.639530,0.859985,0.696496,-0.980379,-2.817962,-12.264493
136,0.650864,0.883166,0.667817,-0.874459,-2.912157,-11.975661
137,0.649232,0.871307,0.665409,-0.962487,-2.910881,-11.958577
138,0.653817,0.867243,0.656542,-0.965845,-2.831322,-11.958577
139,0.597586,0.790043,0.434981,-0.995177,-2.725524,-11.664621
140,0.672529,0.883656,0.656542,-0.974647,-2.930048,-11.664621
141,0.672529,0.883641,0.656542,-0.974679,-2.930048,-11.111526
142,0.650747,0.885899,0.656564,-0.839236,-2.911571,-11.958577
143,0.649555,0.873287,0.656542,-0.928378,-2.827854,-11.664621
144,0.648477,0.885856,0.656542,-0.814715,-2.822933,-12.718929
145,0.597175,0.790043,0.467906,-0.983385,-2.725069,-12.718929
146,0.650864,0.883656,0.656542,-0.851452,-2.912157,-12.118211
147,0.715643,0.885856,0.305511,-0.821417,-2.870057,-12.406512
148,0.593055,0.791082,0.442751,-0.991934,-2.720668,-12.406512
149,0.650902,0.885312,0.656542,-0.825909,-2.912158,-12.242709
150,0.648477,0.868852,0.656542,-0.958245,-2.827143,-12.242709
151,0.597306,0.813352,0.466199,-0.854971,-2.725193,-12.361053
152,0.649232,0.871307,0.656542,-0.954654,-2.910881,-12.264493
153,0.639530,0.859985,0.696496,-0.980379,-2.817962,-12.264493
154,0.650864,0.883166,0.667817,-0.874459,-2.912157,-11.975661
155,0.649232,0.871307,0.665409,-0.962487,-2.910881,-11.958577
156,0.653817,0.867243,0.656542,-0.965845,-2.831322,-11.958577
157,0.597586,0.790043,0.434981,-0.995177,-2.725524,-11.664621
158,0.672529,0.883656,0.656542,-0.974647,-2.930048,-11.664621
159,0.672529,0.883641,0.656542,-0.974679,-2.930048,-11.111526
160,0.681041,0.883656,0.656542,-0.991067,-2.851696,-11.889925
161,0.648477,0.885856,0.656542,-0.814715,-2.822933,-12.718929
162,0.597175,0.790043,0.467906,-0.983385,-2.725069,-12.718929
163,0.650864,0.883656,0.656542,-0.851452,-2.912157,-12.118211
164,0.715643,0.885856,0.305511,-0.821417,-2.870057,-12.406512
165,0.593055,0.791082,0.442751,-0.991934,-2.720668,-12.406512
166,0.650902,0.885312,0.656542,-0.825909,-2.912158,-12.242709
167,0.648477,0.868852,0.656542,-0.958245,-2.827143,-12.242709
168,0.597306,0.813352,0.466199,-0.854971,-2.725193,-12.361053
169,0.649232,0.871307,0.656542,-0.954654,-2.910881,-12.264493
170,0.639530,0.859985,0.696496,-0.980379,-2.817962,-12.264493
171,0.650864,0.883166,0.667817,-0.874459,-2.912157,-11.975661
172,0.649232,0.871307,0.665409,-0.962487,-2.910881,-11.958577
173,0.653817,0.867243,0.656542,-0.965845,-2.831322,-11.958577
174,0.681041,0.883656,0.656542,-0.991067,-2.851696,-11.889925
175,0.672529,0.871023,0.656542,-0.995316,-2.846358,-11.865514
176,0.672529,0.883311,0.684590,-0.978478,-2.930048,-11.865514
177,0.672529,0.883641,0.656542,-0.974679,-2.930048,-11.111526
178,0.672923,0.883641,0.657485,-0.963026,-2.846930,-11.865514
179,0.648477,0.885856,0.656542,-0.814715,-2.822933,-12.718929
180,0.597175,0.790043,0.467906,-0.983385,-2.725069,-12.718929
181,0.650864,0.883656,0.656542,-0.851452,-2.912157,-12.118211
