Attribute,Value
Number Critical Scenarios,408
Number Critical Scenarios (duplicate free),103
Number All Scenarios,1000
Number All Scenarios (duplicate free),226
Number Best Critical Scenarios,223
Number Best Critical Scenarios (duplicate free),35
Number Best Scenarios,605
Number Best Scenarios (duplicate free),63
Ratio Critical/All scenarios,0.41
Ratio Critical/All scenarios (duplicate free),0.46
Ratio Best Critical/Best Scenarios,0.37
Ratio Best Critical/Best Scenarios (duplicate free),0.56
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.941593  0.72323   0.      ]
Input value of critical (first of population of interest),[0.66856  7.027797 0.526562]
