Attribute,Value
Number Critical Scenarios,556
Number Critical Scenarios (duplicate free),176
Number All Scenarios,1000
Number All Scenarios (duplicate free),316
Number Best Critical Scenarios,88
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,175
Number Best Scenarios (duplicate free),30
Ratio Critical/All scenarios,0.56
Ratio Critical/All scenarios (duplicate free),0.56
Ratio Best Critical/Best Scenarios,0.50
Ratio Best Critical/Best Scenarios (duplicate free),0.67
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.971162  0.813971]
Input value of critical (first of population of interest),[ 1.425683  7.754779 13.749179]
