Attribute,Value
Number Critical Scenarios,568
Number Critical Scenarios (duplicate free),131
Number All Scenarios,1000
Number All Scenarios (duplicate free),208
Number Best Critical Scenarios,12
Number Best Critical Scenarios (duplicate free),12
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.57
Ratio Critical/All scenarios (duplicate free),0.63
Ratio Best Critical/Best Scenarios,0.60
Ratio Best Critical/Best Scenarios (duplicate free),0.60
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.99999928  0.78324066 -3.06336828]
Input value of critical (first of population of interest),[3.15293935 6.74619692 3.9855832 ]
