Attribute,Value
Number Critical Scenarios,417
Number Critical Scenarios (duplicate free),90
Number All Scenarios,1000
Number All Scenarios (duplicate free),212
Number Best Critical Scenarios,226
Number Best Critical Scenarios (duplicate free),29
Number Best Scenarios,571
Number Best Scenarios (duplicate free),59
Ratio Critical/All scenarios,0.42
Ratio Critical/All scenarios (duplicate free),0.42
Ratio Best Critical/Best Scenarios,0.40
Ratio Best Critical/Best Scenarios (duplicate free),0.49
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999912  0.777983  0.      ]
Input value of critical (first of population of interest),[ 5.304479 -7.47628   1.947995]
