Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance
0,0.375863,0.949938,3.127768,-0.997721,-1.260210
1,0.378387,1.844182,4.731469,-0.740569,-1.267022
2,0.375863,0.949938,3.127768,-0.997721,-1.260210
3,0.506350,1.379591,3.135748,-0.980980,-1.573466
4,0.399602,0.562103,0.999839,-0.700697,-1.318277
5,0.396045,1.924792,4.925862,-0.923596,-1.304274
6,0.390376,1.446894,4.233770,-0.961690,-1.282995
7,0.378387,1.844182,4.731469,-0.740569,-1.267022
8,0.378387,1.924276,4.916220,-0.892050,-1.261101
9,0.375863,0.949938,3.127768,-0.997721,-1.260210
10,0.506350,1.379591,3.135748,-0.980980,-1.573466
11,0.399953,1.446894,4.233770,-0.994240,-1.318826
12,0.425647,0.963550,3.112617,-0.867781,-1.380422
13,0.396045,1.924792,4.925862,-0.923596,-1.304274
14,0.390376,1.446894,4.233770,-0.961690,-1.282995
15,0.378613,1.924792,4.925862,-0.986739,-1.260756
16,0.399602,0.562103,0.999839,-0.700697,-1.318277
17,0.378387,1.844182,4.731469,-0.740569,-1.267022
18,0.378387,1.924276,4.916220,-0.892050,-1.261101
19,0.375863,0.949938,3.127768,-0.997721,-1.260210
20,0.506350,1.379591,3.135748,-0.980980,-1.573466
21,0.399953,1.446894,4.233770,-0.994240,-1.318826
22,0.372293,0.606297,0.508785,-0.950151,-2.282556
23,0.391035,1.924276,4.872605,-0.995243,-1.284312
24,0.415306,0.972468,3.036446,-0.992198,-1.374919
25,0.399953,1.363427,4.233770,-0.993008,-1.318826
26,0.425647,0.963550,3.112617,-0.867781,-1.380422
27,0.396045,1.924792,4.925862,-0.923596,-1.304274
28,0.390376,1.446894,4.233770,-0.961690,-1.282995
29,0.378613,1.924748,4.928171,-0.986743,-1.260756
30,0.425658,0.949938,3.127768,-0.745552,-1.380108
31,0.378613,1.924792,4.925862,-0.986739,-1.260756
32,0.392095,1.042289,3.678722,-0.921668,-1.287379
33,0.399602,0.562103,0.999839,-0.700697,-1.318277
34,0.375863,0.949938,3.127768,-0.997721,-1.260210
35,0.506350,1.379591,3.135748,-0.980980,-1.573466
36,0.391035,1.924276,4.872605,-0.995243,-1.284312
37,0.415306,0.972468,3.036446,-0.992198,-1.374919
38,0.375863,0.949938,3.120839,-0.997721,-1.260210
39,0.399953,1.450402,4.257166,-0.994695,-1.318826
40,0.372275,0.606297,0.508785,-0.956445,-2.333346
41,0.460353,1.352093,3.036446,-0.782186,-2.753135
42,0.399953,1.446894,4.233770,-0.994240,-1.318826
43,0.372293,0.606297,0.508785,-0.950151,-2.282556
44,0.399953,1.363427,4.233770,-0.993008,-1.318826
