n_evals,cid
40,0.5039794466986338
80,0.5039794466986338
120,0.5023548563898311
160,0.4703201736687018
200,0.4703201736687018
240,0.4703176375104185
280,0.46914856248893344
320,0.4685877700497503
360,0.46855679739786865
400,0.4182609965523478
440,0.4182518156758691
480,0.4140141593635824
520,0.4140141593635824
560,0.30237151539001367
600,0.3023545045007617
640,0.3023545045007617
680,0.3022945332934999
720,0.2886661845346796
760,0.2886661845346796
800,0.2886432299315121
840,0.28862217180851746
880,0.2886206503469118
920,0.2885455731637065
960,0.2885455731637065
1000,0.2885018522295278
1040,0.2885018522295278
1080,0.2885018522295278
1120,0.28849727924995916
1160,0.28849727924995916
1200,0.28849727924995916
1240,0.28849727924995916
1280,0.28847691903929557
1320,0.2882981850767448
1360,0.2882835831893212
1400,0.28808041814190993
1440,0.2880798509133974
1480,0.2879849980323408
1520,0.28798442486764947
1560,0.28793499195016026
1600,0.28793499195016026
1640,0.2879281318374554
1680,0.2879223886803352
1720,0.28568719987133495
1760,0.2856628780964064
1800,0.2856628780964064
1840,0.2856628780964064
1880,0.2856628780964064
1920,0.2856628780964064
1960,0.2856628780964064
2000,0.2856628780964064
