Attribute,Value
Number Critical Scenarios,355
Number Critical Scenarios (duplicate free),73
Number All Scenarios,1000
Number All Scenarios (duplicate free),250
Number Best Critical Scenarios,213
Number Best Critical Scenarios (duplicate free),21
Number Best Scenarios,503
Number Best Scenarios (duplicate free),49
Ratio Critical/All scenarios,0.35
Ratio Critical/All scenarios (duplicate free),0.29
Ratio Best Critical/Best Scenarios,0.42
Ratio Best Critical/Best Scenarios (duplicate free),0.43
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.988993  0.785415 -5.473365]
Input value of critical (first of population of interest),[1.064853 6.605057 8.423528]
