n_evals,cid
100,0.3781012493299876
200,0.3265705086532666
300,0.2307170681476867
400,0.21821803337332793
500,0.19544847426656994
600,0.17847686137038068
700,0.16416239943700633
800,0.15749487193891323
900,0.15357952455188537
1000,0.1492312515718055
