RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.42197281781758356,0.04449820103552162,100.0,0.4728476622068013,0.11834497848958889,100.0,0.6399339340673709,0.19887560839176854
200.0,0.2676662716216922,0.0858401752177483,200.0,0.37614533092280966,0.08584919082066546,200.0,0.554246977890691,0.18208372878934795
300.0,0.19166154645490602,0.028175677900321175,300.0,0.350180207600921,0.07886283034482279,300.0,0.5460048745187626,0.18583206028520066
400.0,0.1723422797758536,0.01944945407153315,400.0,0.31248504989233694,0.0671594080484646,400.0,0.5076477283191716,0.17900631210985188
500.0,0.15741327213616949,0.016038774362400556,500.0,0.30007995010941146,0.07405722508663734,500.0,0.4907929112823636,0.16941251551519448
600.0,0.1347290664686474,0.02125587925244564,600.0,0.28297327725208754,0.07710113432383506,600.0,0.48053009098594934,0.1586822648290309
700.0,0.1258263049816421,0.01851350302691178,700.0,0.2764237918485291,0.07690132598195638,700.0,0.47894161049305806,0.15892270023370889
800.0,0.11555297935999147,0.009786104130622517,800.0,0.2663224040652948,0.0724923385077461,800.0,0.47868702833723614,0.15895591646182122
900.0,0.10736209147751852,0.0097734365642102,900.0,0.2444284394617525,0.07046998190156811,900.0,0.4606311160715718,0.15702776816564493
1000.0,0.10378780963692866,0.008560783938220311,1000.0,0.2388120186447374,0.06963040411346914,1000.0,0.4597886654668639,0.1572576459016451
