run,RS,NSGA-II-D,NSGA-II
1,0.09633010313354974,0.37307959287565806,0.36914378958170563
2,0.09391669126562355,0.21451080072257306,0.3920412746905911
3,0.09463670321955109,0.1887226584967568,0.6974479992548029
4,0.11771094417457204,0.23364619376837756,0.4428205726250694
5,0.10132424972896711,0.32439035737930455,0.5245549395123049
6,0.09772727250404775,0.23651228073121947,0.2718747839477212
7,0.10793971993547707,0.29223921451360163,0.46396482400186884
8,0.11422633864018217,0.17029105957293517,0.5220127995822205
9,0.1026246969397707,0.18243035983642789,0.6910882898199824
10,0.11144137682754524,0.1722976685505197,0.22293738165237306
