Attribute,Value
Number Critical Scenarios,622
Number Critical Scenarios (duplicate free),126
Number All Scenarios,1000
Number All Scenarios (duplicate free),187
Number Best Critical Scenarios,13
Number Best Critical Scenarios (duplicate free),13
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.62
Ratio Critical/All scenarios (duplicate free),0.67
Ratio Best Critical/Best Scenarios,0.65
Ratio Best Critical/Best Scenarios (duplicate free),0.65
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.76094842  0.7716263   0.        ]
Input value of critical (first of population of interest),[-7.55845793  0.4743518  22.72382438]
