Attribute,Value
Number Critical Scenarios,943
Number Critical Scenarios (duplicate free),272
Number All Scenarios,1000
Number All Scenarios (duplicate free),320
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.94
Ratio Critical/All scenarios (duplicate free),0.85
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.60342759  0.69184428]
Input value of critical (first of population of interest),[-2.78783447 -6.47403655 28.40008376]
