Attribute,Value
Number Critical Scenarios,873
Number Critical Scenarios (duplicate free),246
Number All Scenarios,1000
Number All Scenarios (duplicate free),301
Number Best Critical Scenarios,16
Number Best Critical Scenarios (duplicate free),16
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.87
Ratio Critical/All scenarios (duplicate free),0.82
Ratio Best Critical/Best Scenarios,0.80
Ratio Best Critical/Best Scenarios (duplicate free),0.80
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99970299  0.72327497]
Input value of critical (first of population of interest),[-1.01963971  7.2333863  14.09154803]
