RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.248570198648502,0.026196106760198234,100.0,0.2941031121664047,0.03848203715515901,100.0,0.3257270398512243,0.0641493461911852
200.0,0.17307569720191548,0.018353846302638675,200.0,0.26223888311904553,0.027211771343872263,200.0,0.3137784330400962,0.06620500600814015
300.0,0.14641275107527024,0.018638965515807484,300.0,0.2537067965187121,0.027927861762812724,300.0,0.31235642879948794,0.06653559236288549
400.0,0.12595098594616932,0.011239423623775748,400.0,0.24563557253502308,0.025092184592335545,400.0,0.30833446159264405,0.06713254481126862
500.0,0.11505766448185654,0.007332958217831607,500.0,0.23079261848631932,0.01737759433877814,500.0,0.30780245840980675,0.06734156457283008
600.0,0.10667041774980501,0.006309825601618739,600.0,0.21750262183804464,0.02355301573172616,600.0,0.3076673179726077,0.06737239500361324
700.0,0.09961791169702003,0.00635515216762128,700.0,0.20969232515838526,0.03130991615924363,700.0,0.3073440915342402,0.06745983175083774
800.0,0.09477866742173345,0.006420568681996513,800.0,0.20423214340767334,0.03164704706862832,800.0,0.30706252198499784,0.06760484067957148
900.0,0.09039082032450843,0.005377613089780957,900.0,0.20238724150083048,0.03342920814149146,900.0,0.3069562561592248,0.06762928001283067
1000.0,0.08644210848449577,0.004239815808143157,1000.0,0.19551303320494695,0.034614377712459315,1000.0,0.306494622737912,0.0679645923668139
