Attribute,Value
Number Critical Scenarios,730
Number Critical Scenarios (duplicate free),198
Number All Scenarios,1000
Number All Scenarios (duplicate free),276
Number Best Critical Scenarios,274
Number Best Critical Scenarios (duplicate free),43
Number Best Scenarios,390
Number Best Scenarios (duplicate free),60
Ratio Critical/All scenarios,0.73
Ratio Critical/All scenarios (duplicate free),0.72
Ratio Best Critical/Best Scenarios,0.70
Ratio Best Critical/Best Scenarios (duplicate free),0.72
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.975308  0.736748]
Input value of critical (first of population of interest),[1.310812 5.626906 0.828879]
