RS_n_evals,RS_cid,RS_cid_sigma,MOPSO_n_evals,MOPSO_cid,MOPSO_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma,NSGAII-DJ_A0.29_SEQ_n_evals,NSGAII-DJ_A0.29_SEQ_cid,NSGAII-DJ_A0.29_SEQ_cid_sigma
200.0,1.0178201374941778,0.2971786329849409,200.0,1.041490532492531,0.10458477759323444,200.0,0.9698095927211055,0.15435665286690883,200.0,0.937109651799673,0.26888378075124364
400.0,1.0282764471911787,0.44566797454650536,400.0,1.0718941556035975,0.2644644185337608,400.0,0.8868127195561636,0.2077355664193874,400.0,0.9582109076032264,0.3240877009180267
600.0,0.6510145610341063,0.2620958090727847,600.0,1.0102625018788258,0.3692512414622292,600.0,0.7945658971382925,0.2535503444064291,600.0,0.913171919126634,0.353251785475337
800.0,0.5852751375843693,0.2491638387858889,800.0,0.878692761500844,0.39615274633838454,800.0,0.7568272160379756,0.2430914293503893,800.0,0.7320873037380792,0.38925674992167486
1000.0,0.5766509973882921,0.253205861295588,1000.0,0.8510704943402267,0.36929285675949125,1000.0,0.7474271877051003,0.23610012517100626,1000.0,0.6916758211917778,0.3708560335951872
1200.0,0.551683464691817,0.2642211681881601,1200.0,0.7236056639724918,0.3395279074484656,1200.0,0.7450636040269364,0.23792738426960516,1200.0,0.6885827362996675,0.3687373393110699
1400.0,0.5442344060062204,0.27243882576387585,1400.0,0.7236056639724918,0.3395279074484656,1400.0,0.7418288449810336,0.23736449843627178,1400.0,0.6153463495659103,0.34559021923869904
1600.0,0.5380807972262863,0.3121820715777893,1600.0,0.6629149116360123,0.34599079248929354,1600.0,0.7002290343235186,0.23472850302722892,1600.0,0.6067373682757499,0.3459928112795998
1800.0,0.5279464636477462,0.3206425623282012,1800.0,0.6559478014507849,0.3457028370487102,1800.0,0.6990005711125491,0.23431098199185763,1800.0,0.5995786897105375,0.3403109307315851
2000.0,0.49131210976909256,0.2970550665559957,2000.0,0.6536462946539583,0.3476684806681476,2000.0,0.6916031836483902,0.24353002218507036,2000.0,0.5929587666714944,0.33027079397584197
