Attribute,Value
Number Critical Scenarios,727
Number Critical Scenarios (duplicate free),191
Number All Scenarios,1000
Number All Scenarios (duplicate free),279
Number Best Critical Scenarios,235
Number Best Critical Scenarios (duplicate free),31
Number Best Scenarios,348
Number Best Scenarios (duplicate free),46
Ratio Critical/All scenarios,0.73
Ratio Critical/All scenarios (duplicate free),0.68
Ratio Best Critical/Best Scenarios,0.68
Ratio Best Critical/Best Scenarios (duplicate free),0.67
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.9152    0.744145]
Input value of critical (first of population of interest),[-7.966984 -0.44696  10.76726 ]
