Attribute,Value
Number Critical Scenarios,133
Number Critical Scenarios (duplicate free),31
Number All Scenarios,1000
Number All Scenarios (duplicate free),223
Number Best Critical Scenarios,44
Number Best Critical Scenarios (duplicate free),13
Number Best Scenarios,458
Number Best Scenarios (duplicate free),45
Ratio Critical/All scenarios,0.13
Ratio Critical/All scenarios (duplicate free),0.14
Ratio Best Critical/Best Scenarios,0.10
Ratio Best Critical/Best Scenarios (duplicate free),0.29
Iteration first critical found,6
Fitness value of critical (first of population of interest),[-0.979299  0.824134 -3.414149]
Input value of critical (first of population of interest),[ 5.654467 -4.198222  1.729901]
