Attribute,Value
Number Critical Scenarios,862
Number Critical Scenarios (duplicate free),140
Number All Scenarios,1000
Number All Scenarios (duplicate free),177
Number Best Critical Scenarios,18
Number Best Critical Scenarios (duplicate free),18
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.86
Ratio Critical/All scenarios (duplicate free),0.79
Ratio Best Critical/Best Scenarios,0.90
Ratio Best Critical/Best Scenarios (duplicate free),0.90
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99910092  0.77617928  0.        ]
Input value of critical (first of population of interest),[ 7.3943566   0.89285255 14.87202776]
