Attribute,Value
Number Critical Scenarios,782
Number Critical Scenarios (duplicate free),261
Number All Scenarios,1000
Number All Scenarios (duplicate free),364
Number Best Critical Scenarios,244
Number Best Critical Scenarios (duplicate free),54
Number Best Scenarios,280
Number Best Scenarios (duplicate free),59
Ratio Critical/All scenarios,0.78
Ratio Critical/All scenarios (duplicate free),0.72
Ratio Best Critical/Best Scenarios,0.87
Ratio Best Critical/Best Scenarios (duplicate free),0.92
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999863  0.806003]
Input value of critical (first of population of interest),[-5.213335  1.816289  2.861147]
