Attribute,Value
Number Critical Scenarios,562
Number Critical Scenarios (duplicate free),120
Number All Scenarios,1000
Number All Scenarios (duplicate free),167
Number Best Critical Scenarios,388
Number Best Critical Scenarios (duplicate free),64
Number Best Scenarios,767
Number Best Scenarios (duplicate free),73
Ratio Critical/All scenarios,0.56
Ratio Critical/All scenarios (duplicate free),0.72
Ratio Best Critical/Best Scenarios,0.51
Ratio Best Critical/Best Scenarios (duplicate free),0.88
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.996025  0.653854 -3.023752]
Input value of critical (first of population of interest),[ 4.628593 -7.329542 28.412986]
