Attribute,Value
Number Critical Scenarios,473
Number Critical Scenarios (duplicate free),129
Number All Scenarios,1000
Number All Scenarios (duplicate free),267
Number Best Critical Scenarios,224
Number Best Critical Scenarios (duplicate free),43
Number Best Scenarios,397
Number Best Scenarios (duplicate free),66
Ratio Critical/All scenarios,0.47
Ratio Critical/All scenarios (duplicate free),0.48
Ratio Best Critical/Best Scenarios,0.56
Ratio Best Critical/Best Scenarios (duplicate free),0.65
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.978068  0.730278]
Input value of critical (first of population of interest),[-7.431183 -5.549763 16.822829]
