Attribute,Value
Number Critical Scenarios,493
Number Critical Scenarios (duplicate free),121
Number All Scenarios,1000
Number All Scenarios (duplicate free),238
Number Best Critical Scenarios,8
Number Best Critical Scenarios (duplicate free),8
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.49
Ratio Critical/All scenarios (duplicate free),0.51
Ratio Best Critical/Best Scenarios,0.40
Ratio Best Critical/Best Scenarios (duplicate free),0.40
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.95055979  0.70433844  0.        ]
Input value of critical (first of population of interest),[7.48067106 7.23012375 1.61279177]
