Attribute,Value
Number Critical Scenarios,474
Number Critical Scenarios (duplicate free),115
Number All Scenarios,1000
Number All Scenarios (duplicate free),312
Number Best Critical Scenarios,271
Number Best Critical Scenarios (duplicate free),37
Number Best Scenarios,447
Number Best Scenarios (duplicate free),67
Ratio Critical/All scenarios,0.47
Ratio Critical/All scenarios (duplicate free),0.37
Ratio Best Critical/Best Scenarios,0.61
Ratio Best Critical/Best Scenarios (duplicate free),0.55
Iteration first critical found,5
Fitness value of critical (first of population of interest),[-0.976431  0.76823 ]
Input value of critical (first of population of interest),[6.436034 3.137094 7.255236]
