Attribute,Value
Number Critical Scenarios,501
Number Critical Scenarios (duplicate free),117
Number All Scenarios,1000
Number All Scenarios (duplicate free),221
Number Best Critical Scenarios,7
Number Best Critical Scenarios (duplicate free),7
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.50
Ratio Critical/All scenarios (duplicate free),0.53
Ratio Best Critical/Best Scenarios,0.35
Ratio Best Critical/Best Scenarios (duplicate free),0.35
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99652028  0.74718138  0.        ]
Input value of critical (first of population of interest),[-7.30055096 -2.33370147 12.22276924]
