RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.4205981816258297,0.07036314349189768,100.0,0.5807612421762834,0.170511630560153,100.0,0.679833672709657,0.1925652327392858
200.0,0.3138498782909982,0.06177195594381044,200.0,0.4787982652937147,0.11910567079738982,200.0,0.5555732876890989,0.0659225863622462
300.0,0.28260731340221196,0.0448177411429923,300.0,0.41563752243911817,0.09742330668770145,300.0,0.5331808609753906,0.08715703379256477
400.0,0.2460494692985514,0.034121024018873854,400.0,0.38151458394602045,0.08459617533020702,400.0,0.5306175990494705,0.09171521537280927
500.0,0.20926811279105678,0.021181989925374144,500.0,0.35264074356033853,0.06882494128452399,500.0,0.5282947105189436,0.08960509184543372
600.0,0.20205926139701277,0.017248539507450027,600.0,0.3411035928741407,0.07003000179301846,600.0,0.5279485005063514,0.08957874605604453
700.0,0.1899307032919042,0.015532215039830294,700.0,0.330464013354004,0.0660867269854819,700.0,0.5278184980755125,0.08964042703928998
800.0,0.179469513126232,0.015475546931051897,800.0,0.3278251128245319,0.06773570801820039,800.0,0.5272081530294286,0.09007163044951888
900.0,0.17301103968192832,0.014531224174343722,900.0,0.32352970531207176,0.06798314724095078,900.0,0.5271159111550034,0.09016573977704197
1000.0,0.16695921147252246,0.01077561962302813,1000.0,0.3061071186031874,0.06418498179319888,1000.0,0.5270741192497501,0.09024942706497421
