run,RS,NSGA-II-D,NSGA-II
1,0.16703428270199297,0.44055222662484345,0.3220249982103327
2,0.1662013264591449,0.22170817746685692,0.6268085356583833
3,0.15511251620362435,0.26295598840308343,0.6268085356583833
4,0.18276457033153867,0.3362849662178144,0.4775524626322365
5,0.16196697376230718,0.26506222095865334,0.5634464140538841
6,0.18462162095011123,0.36554193095581256,0.5600543628609851
7,0.17449490696228584,0.3061198785506966,0.48960059268329004
8,0.1602210526614485,0.24614351119753353,0.5634464140538841
9,0.15246182162411315,0.2964530353600922,0.4775524626322365
10,0.16471304306865778,0.3202492502964876,0.5634464140538841
