Attribute,Value
Number Critical Scenarios,78
Number Critical Scenarios (duplicate free),78
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,9
Number Best Critical Scenarios (duplicate free),9
Number Best Scenarios,14
Number Best Scenarios (duplicate free),14
Ratio Critical/All scenarios,0.08
Ratio Critical/All scenarios (duplicate free),0.08
Ratio Best Critical/Best Scenarios,0.64
Ratio Best Critical/Best Scenarios (duplicate free),0.64
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.99987155  0.81799202  0.        ]
Input value of critical (first of population of interest),[-6.17847182  6.90292055  6.21709245]
