Attribute,Value
Number Critical Scenarios,531
Number Critical Scenarios (duplicate free),159
Number All Scenarios,1000
Number All Scenarios (duplicate free),310
Number Best Critical Scenarios,154
Number Best Critical Scenarios (duplicate free),35
Number Best Scenarios,344
Number Best Scenarios (duplicate free),65
Ratio Critical/All scenarios,0.53
Ratio Critical/All scenarios (duplicate free),0.51
Ratio Best Critical/Best Scenarios,0.45
Ratio Best Critical/Best Scenarios (duplicate free),0.54
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.878407  0.701256]
Input value of critical (first of population of interest),[ 1.36816  -7.088401 13.495396]
