Attribute,Value
Number Critical Scenarios,250
Number Critical Scenarios (duplicate free),76
Number All Scenarios,1000
Number All Scenarios (duplicate free),358
Number Best Critical Scenarios,80
Number Best Critical Scenarios (duplicate free),18
Number Best Scenarios,254
Number Best Scenarios (duplicate free),57
Ratio Critical/All scenarios,0.25
Ratio Critical/All scenarios (duplicate free),0.21
Ratio Best Critical/Best Scenarios,0.31
Ratio Best Critical/Best Scenarios (duplicate free),0.32
Iteration first critical found,10
Fitness value of critical (first of population of interest),[-0.958741  0.820073]
Input value of critical (first of population of interest),[ 7.183131  0.733293 12.830117]
