Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive
0,0.489185,0.663967,0.059960,-0.995916,-2.541162,-9.520940
1,0.489185,0.663967,0.059960,-0.995916,-2.541162,-9.520940
2,0.489185,0.663967,0.059960,-0.995916,-2.541162,-9.520940
3,0.604553,1.268669,1.605436,-0.805835,-3.351220,-8.722645
4,0.448752,0.667533,0.503266,-0.959278,-2.435914,-8.722645
5,0.489185,0.663967,0.059960,-0.995916,-2.541162,-9.520940
6,0.604553,1.268669,1.605436,-0.805835,-3.351220,-8.722645
7,0.489185,0.673024,0.059960,-0.998887,-2.541162,-8.871695
8,0.489185,0.663829,0.057807,-0.995866,-2.541162,-8.871695
9,0.448752,0.667533,0.503266,-0.959278,-2.435914,-8.722645
10,0.449988,0.638936,0.059960,-0.958353,-2.402004,-8.871695
11,0.604553,0.691664,0.141255,-0.970421,-2.290646,-8.871695
12,0.448752,0.667672,0.266914,-0.905469,-2.491958,-8.871695
13,0.489185,0.663967,0.059960,-0.995916,-2.541162,-9.520940
14,0.604553,1.268669,1.605436,-0.805835,-3.351220,-8.722645
15,0.489185,0.673024,0.059960,-0.998887,-2.541162,-8.871695
16,0.457797,1.268669,2.832194,-0.877370,-2.746171,-8.651235
17,0.604553,1.268697,1.605436,-0.805615,-3.351220,-8.651235
18,0.489185,0.663829,0.057807,-0.995866,-2.541162,-8.871695
19,0.448752,0.667672,0.266914,-0.905469,-2.491958,-8.871695
20,0.604553,0.691664,0.141255,-0.970421,-2.290646,-8.871695
21,0.449988,0.638936,0.059960,-0.958353,-2.402004,-8.871695
22,0.489185,0.663967,0.059960,-0.995916,-2.541162,-9.520940
23,0.604553,1.268669,1.605436,-0.805835,-3.351220,-8.722645
24,0.489185,0.673024,0.059960,-0.998887,-2.541162,-8.871695
25,0.457797,1.268669,2.832194,-0.877370,-2.746171,-8.651235
26,0.486701,0.663967,0.059960,-0.982824,-2.554587,-7.576259
27,0.604553,1.268697,1.605436,-0.805615,-3.351220,-8.651235
28,0.604554,1.268669,1.605436,-0.805835,-3.351220,-7.576259
29,0.489185,0.663829,0.057807,-0.995866,-2.541162,-8.871695
30,0.776310,1.644548,1.711070,-0.972601,-2.105118,-7.576259
31,0.489185,0.663967,0.059960,-0.995916,-2.541162,-9.520940
32,0.604553,1.268669,1.605436,-0.805835,-3.351220,-8.722645
33,0.489185,0.673024,0.059960,-0.998887,-2.541162,-8.871695
34,0.457797,1.268669,2.832194,-0.877370,-2.746171,-8.651235
35,0.486701,0.664753,0.067294,-0.982826,-2.554587,-7.666030
36,0.604553,1.268697,1.605436,-0.805615,-3.351220,-8.651235
37,0.604554,1.268669,1.605436,-0.805835,-3.351220,-7.576259
38,0.489185,0.663829,0.057807,-0.995866,-2.541162,-8.871695
39,0.486701,0.663967,0.059960,-0.982824,-2.554587,-7.576259
40,0.776310,1.644548,1.711070,-0.972601,-2.105118,-7.576259
41,0.489185,0.663967,0.059960,-0.995916,-2.541162,-9.520940
42,0.604553,1.268669,1.605436,-0.805835,-3.351220,-8.722645
43,0.489185,0.673024,0.059960,-0.998887,-2.541162,-8.871695
44,0.457797,1.268669,2.832194,-0.877370,-2.746171,-8.651235
45,0.486701,0.664753,0.067294,-0.982826,-2.554587,-7.666030
46,0.604553,1.268697,1.605436,-0.805615,-3.351220,-8.651235
47,0.604554,1.268669,1.605436,-0.805835,-3.351220,-7.576259
48,0.489185,0.663829,0.057807,-0.995866,-2.541162,-8.871695
49,0.774004,1.657907,1.711070,-0.997382,-2.101649,-7.951905
50,0.486701,0.663967,0.059960,-0.982824,-2.554587,-7.576259
51,0.489185,0.663967,0.059960,-0.995916,-2.541162,-9.520940
52,0.604553,1.268669,1.605436,-0.805835,-3.351220,-8.722645
53,0.489185,0.673024,0.059960,-0.998887,-2.541162,-8.871695
54,0.457797,1.268669,2.832194,-0.877370,-2.746171,-8.651235
55,0.486701,0.664753,0.067294,-0.982826,-2.554587,-7.666030
56,0.489114,0.673024,0.059960,-0.997407,-2.541227,-5.476672
57,0.486772,0.664753,0.067294,-0.984929,-2.554569,-5.476672
58,0.604553,1.268697,1.605436,-0.805615,-3.351220,-8.651235
59,0.604554,1.268669,1.605436,-0.805835,-3.351220,-7.576259
60,0.489185,0.663829,0.057807,-0.995866,-2.541162,-8.871695
61,0.774004,1.657907,1.711070,-0.997382,-2.101649,-7.951905
62,0.486701,0.663967,0.059960,-0.982824,-2.554587,-7.576259
63,0.489185,0.663967,0.059960,-0.995916,-2.541162,-9.520940
64,0.604553,1.268669,1.605436,-0.805835,-3.351220,-8.722645
65,0.489185,0.673024,0.059960,-0.998887,-2.541162,-8.871695
66,0.457797,1.268669,2.832194,-0.877370,-2.746171,-8.651235
67,0.486701,0.664753,0.067294,-0.982826,-2.554587,-7.666030
68,0.489114,0.673024,0.059960,-0.997407,-2.541227,-5.476672
69,0.486772,0.664753,0.067294,-0.984929,-2.554569,-5.476672
70,0.489114,0.673024,0.029447,-0.991041,-2.541227,-6.921990
