Attribute,Value
Number Critical Scenarios,954
Number Critical Scenarios (duplicate free),296
Number All Scenarios,1000
Number All Scenarios (duplicate free),336
Number Best Critical Scenarios,20
Number Best Critical Scenarios (duplicate free),20
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.95
Ratio Critical/All scenarios (duplicate free),0.88
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.89616352  0.78851709]
Input value of critical (first of population of interest),[ 4.47886099  0.85656286 16.90334184]
