Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive
0,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000
1,0.540145,0.927748,0.430492,-0.721781,-3.194320,-0.000000
2,0.650472,1.291015,1.991776,-0.871218,-1.935197,-0.000000
3,0.287251,1.039828,4.958504,-0.817431,-1.006264,-0.000000
4,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000
5,0.540145,0.927748,0.430492,-0.721781,-3.194320,-0.000000
6,0.650472,1.291015,1.991776,-0.871218,-1.935197,-0.000000
7,0.287251,1.039828,4.958504,-0.817431,-1.006264,-0.000000
8,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000
9,0.540145,0.927748,0.430492,-0.721781,-3.194320,-0.000000
10,0.557293,1.291015,1.991776,-0.784704,-3.158453,-11.621701
11,0.649764,0.880090,0.673516,-0.902816,-2.827907,-11.621701
12,0.613788,1.633436,2.623777,-0.987568,-1.855654,-11.621701
13,0.649560,1.291015,1.956707,-0.967697,-1.933264,-11.621701
14,0.650472,1.291015,1.991776,-0.871218,-1.935197,-0.000000
15,0.655929,1.291015,1.991776,-0.774376,-1.937533,-11.621701
16,0.287753,1.039828,4.958504,-0.805337,-1.009449,-11.621701
17,0.287251,1.039828,4.958504,-0.817431,-1.006264,-0.000000
18,0.659870,1.291015,1.991776,-0.702518,-1.937364,-11.621701
19,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000
20,0.540145,0.927748,0.430492,-0.721781,-3.194320,-0.000000
21,0.557293,1.291015,1.991776,-0.784704,-3.158453,-11.621701
22,0.649764,0.880090,0.673516,-0.902816,-2.827907,-11.621701
23,0.613788,1.633436,2.623777,-0.987568,-1.855654,-11.621701
24,0.649560,1.291015,1.956707,-0.967697,-1.933264,-11.621701
25,0.647295,0.868917,0.673516,-0.982910,-2.908758,-10.939875
26,0.655929,1.291015,1.991776,-0.774376,-1.937533,-11.621701
27,0.287753,1.039828,4.958504,-0.805337,-1.009449,-11.621701
28,0.651980,1.325561,1.970612,-0.980257,-1.937579,-10.939875
29,0.659870,1.291015,1.991776,-0.702518,-1.937364,-11.621701
30,0.650472,1.291015,1.991776,-0.871218,-1.935197,-0.000000
31,0.287251,1.020363,4.958504,-0.838171,-1.004931,-10.939875
32,0.287251,1.039828,4.958504,-0.817431,-1.006264,-0.000000
33,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000
34,0.540145,0.927748,0.430492,-0.721781,-3.194320,-0.000000
35,0.557293,1.291015,1.991776,-0.784704,-3.158453,-11.621701
36,0.649764,0.880090,0.673516,-0.902816,-2.827907,-11.621701
37,0.613788,1.633436,2.623777,-0.987568,-1.855654,-11.621701
38,0.649560,1.291015,1.956707,-0.967697,-1.933264,-11.621701
39,0.647295,0.868917,0.673516,-0.982910,-2.908758,-10.939875
40,0.559096,1.297506,1.992395,-0.765391,-3.177525,-9.702352
41,0.649560,1.299804,1.956707,-0.986821,-1.933264,-9.702352
42,0.557214,1.291015,1.991776,-0.783116,-3.158274,-9.702352
43,0.655929,1.291015,1.991776,-0.774376,-1.937533,-11.621701
44,0.287753,1.039828,4.958504,-0.805337,-1.009449,-11.621701
45,0.651980,1.325561,1.970612,-0.980257,-1.937579,-10.939875
46,0.640967,0.880090,0.672322,-0.821396,-2.729980,-9.702352
47,0.659870,1.291015,1.991776,-0.702518,-1.937364,-11.621701
48,0.287251,1.020363,4.958504,-0.838171,-1.004931,-10.939875
49,0.556381,1.291015,2.617450,-0.978857,-1.714508,-9.702352
50,0.651980,1.325561,1.993835,-0.962710,-1.937579,-9.702352
51,0.650472,1.291015,1.991776,-0.871218,-1.935197,-0.000000
52,0.287753,0.998914,4.958504,-0.900390,-1.003193,-9.702352
53,0.659950,1.291015,1.991776,-0.703747,-1.937406,-9.702352
54,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000
55,0.540145,0.927748,0.430492,-0.721781,-3.194320,-0.000000
56,0.557293,1.291015,1.991776,-0.784704,-3.158453,-11.621701
57,0.649764,0.880090,0.673516,-0.902816,-2.827907,-11.621701
58,0.613788,1.633436,2.623777,-0.987568,-1.855654,-11.621701
59,0.649560,1.291015,1.956707,-0.967697,-1.933264,-11.621701
60,0.647295,0.868917,0.673516,-0.982910,-2.908758,-10.939875
61,0.559096,1.297506,1.992395,-0.765391,-3.177525,-9.702352
62,0.649560,1.299804,1.956707,-0.986821,-1.933264,-9.702352
63,0.655100,0.894032,0.672322,-0.792210,-2.915828,-10.167541
64,0.613788,1.633436,2.557039,-0.990465,-1.855654,-10.167541
65,0.557214,1.291015,1.991776,-0.783116,-3.158274,-9.702352
66,0.655929,1.291015,1.991776,-0.774376,-1.937533,-11.621701
67,0.287753,1.039828,4.958504,-0.805337,-1.009449,-11.621701
68,0.651980,1.325561,1.970612,-0.980257,-1.937579,-10.939875
69,0.649485,0.868917,0.673516,-0.952203,-2.827852,-10.167541
70,0.311608,1.039828,4.958504,-0.982809,-1.082534,-10.167541
71,0.659870,1.291015,1.991776,-0.702518,-1.937364,-11.621701
72,0.287251,1.020363,4.958504,-0.838171,-1.004931,-10.939875
73,0.651980,1.325561,1.993835,-0.962710,-1.937579,-9.702352
74,0.615933,1.643362,2.632824,-0.979742,-1.862579,-10.167541
75,0.647574,0.880090,0.673516,-0.880505,-2.825869,-10.167541
76,0.651980,1.313290,1.997271,-0.929612,-1.937579,-10.167541
77,0.556381,1.291015,2.617450,-0.978857,-1.714508,-9.702352
78,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000
79,0.540145,0.927748,0.430492,-0.721781,-3.194320,-0.000000
80,0.557293,1.291015,1.991776,-0.784704,-3.158453,-11.621701
81,0.649764,0.880090,0.673516,-0.902816,-2.827907,-11.621701
82,0.613788,1.633436,2.623777,-0.987568,-1.855654,-11.621701
83,0.649560,1.291015,1.956707,-0.967697,-1.933264,-11.621701
84,0.647295,0.868917,0.673516,-0.982910,-2.908758,-10.939875
85,0.559096,1.297506,1.992395,-0.765391,-3.177525,-9.702352
86,0.649560,1.299804,1.956707,-0.986821,-1.933264,-9.702352
87,0.655100,0.894032,0.672322,-0.792210,-2.915828,-10.167541
88,0.613788,1.633436,2.557039,-0.990465,-1.855654,-10.167541
89,0.557214,1.291015,1.991776,-0.783116,-3.158274,-9.702352
90,0.655929,1.291015,1.991776,-0.774376,-1.937533,-11.621701
91,0.553318,1.291015,2.617450,-0.984206,-1.704128,-10.258549
92,0.308953,1.039828,4.712664,-0.985212,-1.080150,-10.258549
93,0.287753,1.039828,4.958504,-0.805337,-1.009449,-11.621701
94,0.651980,1.325561,1.970612,-0.980257,-1.937579,-10.939875
95,0.649485,0.868917,0.673516,-0.952203,-2.827852,-10.167541
96,0.690321,0.880090,0.673516,-0.959349,-2.685748,-10.258549
97,0.311608,1.039828,4.958504,-0.982809,-1.082534,-10.167541
98,0.287251,1.020363,4.958504,-0.838171,-1.004931,-10.939875
99,0.659870,1.291015,1.991776,-0.702518,-1.937364,-11.621701
100,0.651980,1.325561,1.993835,-0.962710,-1.937579,-9.702352
101,0.647574,0.880090,0.673516,-0.880505,-2.825869,-10.167541
102,0.613788,1.583232,2.623777,-0.976532,-1.855654,-10.258549
103,0.406077,0.628206,0.332468,-0.947731,-2.407877,-10.258549
104,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000
105,0.540145,0.927748,0.430492,-0.721781,-3.194320,-0.000000
106,0.557293,1.291015,1.991776,-0.784704,-3.158453,-11.621701
107,0.649764,0.880090,0.673516,-0.902816,-2.827907,-11.621701
108,0.613788,1.633436,2.623777,-0.987568,-1.855654,-11.621701
109,0.649560,1.291015,1.956707,-0.967697,-1.933264,-11.621701
110,0.647295,0.868917,0.673516,-0.982910,-2.908758,-10.939875
111,0.559096,1.297506,1.992395,-0.765391,-3.177525,-9.702352
112,0.649560,1.299804,1.956707,-0.986821,-1.933264,-9.702352
113,0.655100,0.894032,0.672322,-0.792210,-2.915828,-10.167541
114,0.647832,1.291015,1.933930,-0.995484,-1.930066,-10.693596
115,0.557214,1.291015,1.991776,-0.783116,-3.158274,-9.702352
116,0.557179,1.291015,1.991776,-0.782510,-3.158332,-10.693596
117,0.655929,1.291015,1.991776,-0.774376,-1.937533,-11.621701
118,0.287753,1.039828,4.958504,-0.805337,-1.009449,-11.621701
119,0.651980,1.325561,1.970612,-0.980257,-1.937579,-10.939875
120,0.690321,0.880090,0.673516,-0.959349,-2.685748,-10.258549
121,0.649485,0.868917,0.676736,-0.952203,-2.827852,-10.693596
