Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Min Adapted Distance,Fitness_Velocity At Min Adapted Distance,Fitness_Distance Archive,Critical
0,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000,1
1,0.540145,0.927748,0.430492,-0.721781,-3.194320,-0.000000,1
2,0.650472,1.291015,1.991776,-0.871218,-1.935197,-0.000000,1
3,0.894284,1.154073,0.892064,-0.023757,-2.534122,-0.000000,0
4,0.978334,1.711131,1.535113,-0.000085,-2.831055,-0.000000,0
5,0.449862,1.081444,3.481091,-0.173080,-1.445036,-0.000000,0
6,0.287251,1.039828,4.958504,-0.817431,-1.006264,-0.000000,1
7,0.332094,1.855887,4.207953,-0.265566,-1.147447,-0.000000,0
8,0.501261,1.849661,1.426693,-0.021509,-1.583883,-0.000000,0
9,0.857516,1.753026,2.137508,-0.000010,-2.363667,-0.000000,0
10,0.931374,0.713614,1.279666,-0.000000,-2.668759,-0.000000,0
11,0.885007,1.406738,2.306572,-0.000000,-2.415976,-0.000000,0
12,0.362728,1.121859,1.732929,-0.162419,-1.229977,-0.000000,0
13,0.553045,1.794439,2.436158,-0.169616,-0.107634,-0.000000,0
14,0.408803,1.908344,0.786691,-0.000365,-1.401085,-0.000000,0
15,0.471542,1.952024,0.177397,-0.000166,-1.552265,-0.000000,0
16,0.372908,1.578145,0.684246,-0.000542,-1.297028,-0.000000,0
17,0.613788,0.501322,1.207084,-0.000000,-1.851649,-0.000000,0
18,0.586837,1.531106,3.826015,-0.000000,-1.769525,-0.000000,0
19,0.960908,1.993757,3.114603,-0.000000,-2.536818,-0.000000,0
20,0.806804,0.892071,1.866102,-0.000000,-2.223140,-0.000000,0
21,0.259547,1.325561,2.812571,-0.009699,-0.983776,-0.000000,0
22,0.250290,1.273173,3.940519,-0.075360,-0.945485,-0.000000,0
23,0.323492,1.656909,2.566041,-0.008682,-1.167134,-0.000000,0
24,0.941276,0.742077,3.215686,-0.000000,-2.473320,-0.000000,0
25,0.764599,1.680325,3.625801,-0.000000,-2.121825,-0.000000,0
26,0.227858,1.507943,3.582420,-0.005106,-0.910271,-0.000000,0
27,0.207032,1.612524,2.654127,-0.000271,-0.920450,-0.000000,0
28,0.837696,0.801458,4.250692,-0.000000,-2.220940,-0.000000,0
29,0.624905,0.799400,3.320792,-0.000000,-1.860602,-0.000000,0
30,0.710690,0.549561,2.895102,-0.000000,-2.027437,-0.000000,0
31,0.672648,1.216028,4.002319,-0.000000,-1.969412,-0.000000,0
32,0.150536,0.862457,0.561598,-0.000180,-0.736346,-0.000000,0
33,0.171718,1.181150,0.081015,-0.000008,-0.885377,-0.000000,0
34,0.782872,1.443282,4.583235,-0.000000,-2.025680,-0.000000,0
35,0.695596,0.970063,4.420865,-0.000000,-1.900434,-0.000000,0
36,0.510683,0.609687,4.661185,-0.000000,-1.514562,-0.000000,0
37,0.123939,0.998767,2.062328,-0.000142,-0.659761,-0.000000,0
38,0.104681,1.375004,1.099091,-0.000003,-0.736153,-0.000000,0
39,0.750007,0.678857,4.787201,-0.000000,-1.982305,-0.000000,0
40,0.432061,0.637352,0.332468,-0.986643,-2.344739,-0.000000,1
41,0.540145,0.927748,0.430492,-0.721781,-3.194320,-0.000000,1
42,0.556381,1.291015,1.956707,-0.635718,-3.158423,-10.793686,0
43,0.650472,1.291015,1.991776,-0.871218,-1.935197,-0.000000,1
44,0.894284,1.154073,0.892064,-0.023757,-2.534122,-0.000000,0
45,0.978334,1.711131,1.535113,-0.000085,-2.831055,-0.000000,0
46,0.287251,1.039828,3.010277,-0.341234,-1.015527,-10.793686,0
47,0.452119,1.753026,2.137508,-0.088067,-1.476085,-10.793686,0
48,0.973078,1.081444,1.560434,-0.000000,-2.762622,-10.793686,0
49,0.259547,1.325561,4.750219,-0.375212,-0.936427,-10.793686,0
50,0.988164,1.291015,2.001162,-0.000000,-2.793082,-10.793686,0
51,0.931787,1.740046,2.145376,-0.000000,-2.608387,-10.793686,0
52,0.893202,1.186052,0.942097,-0.027370,-2.530789,-10.793686,0
53,0.403709,0.637352,0.037647,-0.391216,-0.003717,-10.793686,0
54,0.449862,1.081444,3.481091,-0.173080,-1.445036,-0.000000,0
55,0.287251,1.039828,4.958504,-0.817431,-1.006264,-0.000000,1
56,0.332094,1.855887,4.207953,-0.265566,-1.147447,-0.000000,0
57,0.294316,1.818422,4.282561,-0.084356,-1.072619,-10.793686,0
58,0.453876,1.711131,3.455770,-0.278813,-0.130584,-10.793686,0
59,0.649764,0.927748,0.465563,-0.340676,-0.106008,-10.793686,0
60,0.340594,1.692097,4.314676,-0.269494,-0.215081,-10.793686,0
61,0.931374,0.713614,1.279666,-0.000000,-2.668759,-0.000000,0
62,0.930566,0.678857,4.787201,-0.000000,-2.672251,-10.793686,0
63,0.977088,1.993757,3.122682,-0.000000,-2.583747,-10.793686,0
64,0.501261,1.849661,1.426693,-0.021509,-1.583883,-0.000000,0
65,0.857516,1.753026,2.137508,-0.000010,-2.363667,-0.000000,0
66,0.800195,1.656909,2.535064,-0.000000,-2.186833,-10.793686,0
67,0.501261,1.890604,1.426693,-0.018067,-1.584783,-10.793686,0
68,0.888978,1.585925,2.204743,-0.000000,-2.462626,-10.793686,0
