Attribute,Value
Number Critical Scenarios,157
Number Critical Scenarios (duplicate free),44
Number All Scenarios,1000
Number All Scenarios (duplicate free),232
Number Best Critical Scenarios,48
Number Best Critical Scenarios (duplicate free),15
Number Best Scenarios,487
Number Best Scenarios (duplicate free),57
Ratio Critical/All scenarios,0.16
Ratio Critical/All scenarios (duplicate free),0.19
Ratio Best Critical/Best Scenarios,0.10
Ratio Best Critical/Best Scenarios (duplicate free),0.26
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.997236  0.805478 -1.318878]
Input value of critical (first of population of interest),[ 1.947364  7.061361 13.851852]
