Attribute,Value
Number Critical Scenarios,638
Number Critical Scenarios (duplicate free),208
Number All Scenarios,1000
Number All Scenarios (duplicate free),354
Number Best Critical Scenarios,218
Number Best Critical Scenarios (duplicate free),51
Number Best Scenarios,255
Number Best Scenarios (duplicate free),57
Ratio Critical/All scenarios,0.64
Ratio Critical/All scenarios (duplicate free),0.59
Ratio Best Critical/Best Scenarios,0.85
Ratio Best Critical/Best Scenarios (duplicate free),0.89
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.99981   0.805132]
Input value of critical (first of population of interest),[ 1.774482 -5.15116   1.803076]
