Attribute,Value
Number Critical Scenarios,793
Number Critical Scenarios (duplicate free),183
Number All Scenarios,1000
Number All Scenarios (duplicate free),278
Number Best Critical Scenarios,17
Number Best Critical Scenarios (duplicate free),17
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.79
Ratio Critical/All scenarios (duplicate free),0.66
Ratio Best Critical/Best Scenarios,0.85
Ratio Best Critical/Best Scenarios (duplicate free),0.85
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.90847433  0.78121296]
Input value of critical (first of population of interest),[-2.13634079  4.98964455 13.53999807]
