Attribute,Value
Number Critical Scenarios,673
Number Critical Scenarios (duplicate free),111
Number All Scenarios,1000
Number All Scenarios (duplicate free),195
Number Best Critical Scenarios,528
Number Best Critical Scenarios (duplicate free),49
Number Best Scenarios,737
Number Best Scenarios (duplicate free),71
Ratio Critical/All scenarios,0.67
Ratio Critical/All scenarios (duplicate free),0.57
Ratio Best Critical/Best Scenarios,0.72
Ratio Best Critical/Best Scenarios (duplicate free),0.69
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.994868  0.669836  0.      ]
Input value of critical (first of population of interest),[2.464548 5.098704 3.550617]
