Attribute,Value
Number Critical Scenarios,251
Number Critical Scenarios (duplicate free),251
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,13
Number Best Critical Scenarios (duplicate free),13
Number Best Scenarios,13
Number Best Scenarios (duplicate free),13
Ratio Critical/All scenarios,0.25
Ratio Critical/All scenarios (duplicate free),0.25
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.          0.81365511  0.        ]
Input value of critical (first of population of interest),[-5.05294292 -4.57418837  4.43571283]
