Attribute,Value
Number Critical Scenarios,260
Number Critical Scenarios (duplicate free),63
Number All Scenarios,1000
Number All Scenarios (duplicate free),246
Number Best Critical Scenarios,85
Number Best Critical Scenarios (duplicate free),18
Number Best Scenarios,468
Number Best Scenarios (duplicate free),59
Ratio Critical/All scenarios,0.26
Ratio Critical/All scenarios (duplicate free),0.26
Ratio Best Critical/Best Scenarios,0.18
Ratio Best Critical/Best Scenarios (duplicate free),0.31
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999938  0.841493  0.      ]
Input value of critical (first of population of interest),[ 3.737181 -5.587987  1.757485]
