Attribute,Value
Number Critical Scenarios,173
Number Critical Scenarios (duplicate free),173
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,10
Number Best Critical Scenarios (duplicate free),10
Number Best Scenarios,18
Number Best Scenarios (duplicate free),18
Ratio Critical/All scenarios,0.17
Ratio Critical/All scenarios (duplicate free),0.17
Ratio Best Critical/Best Scenarios,0.56
Ratio Best Critical/Best Scenarios (duplicate free),0.56
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-0.999999  0.816635  0.      ]
Input value of critical (first of population of interest),[-0.770167 -5.93728   2.470031]
