Attribute,Value
Number Critical Scenarios,366
Number Critical Scenarios (duplicate free),63
Number All Scenarios,1000
Number All Scenarios (duplicate free),231
Number Best Critical Scenarios,6
Number Best Critical Scenarios (duplicate free),6
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.37
Ratio Critical/All scenarios (duplicate free),0.27
Ratio Best Critical/Best Scenarios,0.30
Ratio Best Critical/Best Scenarios (duplicate free),0.30
Iteration first critical found,3
Fitness value of critical (first of population of interest),[-0.99999708  0.78945234 -0.62346953]
Input value of critical (first of population of interest),[-7.74899451 -0.74892615  0.57255446]
