Attribute,Value
Number Critical Scenarios,265
Number Critical Scenarios (duplicate free),54
Number All Scenarios,1000
Number All Scenarios (duplicate free),237
Number Best Critical Scenarios,188
Number Best Critical Scenarios (duplicate free),19
Number Best Scenarios,606
Number Best Scenarios (duplicate free),64
Ratio Critical/All scenarios,0.27
Ratio Critical/All scenarios (duplicate free),0.23
Ratio Best Critical/Best Scenarios,0.31
Ratio Best Critical/Best Scenarios (duplicate free),0.30
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.997814  0.732403 -4.155583]
Input value of critical (first of population of interest),[ 0.902232 -7.802868  1.860341]
