Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input
0,0.637446,-5.994673,1.685923,-0.997945,0.796604,0.000000
1,-4.142546,-5.084836,2.482021,-0.952056,0.802265,0.000000
2,5.520353,-2.470801,14.500442,-0.990698,0.787401,0.000000
3,7.545380,-5.456140,14.726501,-0.996015,0.797333,0.000000
4,6.791857,7.928665,4.964043,-0.825411,0.777229,0.000000
5,6.004365,5.483154,4.051961,-0.895638,0.774829,0.000000
6,7.840847,-3.153665,14.944965,-0.999987,0.812971,0.000000
7,-2.761552,7.219724,14.424122,-0.999970,0.804115,0.000000
8,5.538458,5.909131,6.302646,-0.972053,0.765409,0.000000
9,1.950255,4.384963,6.466604,-0.974094,0.770279,0.000000
10,5.608784,5.454490,6.235458,-0.939693,0.756702,0.000000
11,0.206604,-6.487331,0.269239,-0.999980,0.781877,0.000000
12,-7.608454,3.538552,21.293842,-0.998995,0.817637,0.000000
13,1.251531,4.262012,6.358919,-0.954059,0.761107,0.000000
14,-5.796989,-5.924350,16.857741,-0.989027,0.717258,0.000000
15,-4.385088,-6.174394,0.314191,-0.897098,0.777785,0.000000
16,1.502859,5.780482,4.318771,-0.999552,0.796952,0.000000
17,-5.758329,7.596881,6.115346,-0.999998,0.815434,0.000000
18,-5.519885,-7.170001,16.830217,-0.976942,0.720861,0.000000
19,-6.583423,7.195364,6.063180,-0.999898,0.816556,0.000000
20,6.490292,6.988989,17.312103,-0.898107,0.828449,0.000000
21,6.710836,2.683177,5.273799,-0.999812,0.794545,0.000000
22,7.364432,-1.041036,15.459757,-0.999989,0.816336,0.000000
23,-6.245573,4.655987,6.017340,-0.804760,0.805026,0.000000
24,7.737124,-2.135494,20.945105,-0.988161,0.763706,0.000000
25,-7.660461,1.246491,1.065623,-0.999989,0.791461,0.000000
26,1.215214,-6.515546,0.013174,-0.999959,0.775490,0.000000
27,7.401898,0.919689,10.531074,-0.951088,0.718144,0.000000
28,-6.569924,-7.695586,0.472990,-0.928665,0.785903,0.000000
29,-6.543616,-0.170164,1.137121,-0.999976,0.787562,0.000000
30,-7.239457,3.264926,4.050607,-0.963005,0.824936,0.000000
31,5.008905,-7.290891,19.837123,-0.997561,0.830378,0.000000
32,-0.425316,5.268365,13.724366,-0.953347,0.787819,0.000000
33,7.731787,2.383528,14.584757,-0.994499,0.817135,0.000000
34,-2.157194,5.982690,16.074028,-0.739095,0.811151,0.000000
35,1.320785,4.132674,6.357207,-0.820863,0.759061,0.000000
36,7.775768,-6.065866,6.523979,-0.999997,0.816272,0.000000
37,0.181076,-5.255363,1.502467,-0.991966,0.782896,0.000000
38,5.148389,1.195662,6.957859,-0.999994,0.771145,0.000000
39,-6.094062,2.208292,21.102149,-0.862052,0.802108,0.000000
40,5.593280,-5.081295,7.173531,-0.990256,0.806259,0.000000
41,7.375581,2.750735,15.129742,-0.985986,0.803596,0.000000
42,7.429339,-4.874684,5.202756,-0.999977,0.828752,0.000000
43,-0.240136,-5.376587,2.166688,-0.998857,0.795544,0.000000
44,-7.224389,-2.420731,17.323173,-0.861501,0.724034,0.000000
45,5.370656,-7.547291,7.490867,-0.941506,0.808828,0.000000
46,7.033822,2.235944,7.041359,-1.000000,0.790246,0.000000
47,4.419158,-6.383836,5.383869,-0.924743,0.814566,0.000000
48,-7.174121,-2.064028,2.512139,-0.999993,0.817361,0.000000
49,-7.782939,5.445856,3.581638,-0.997024,0.825250,0.000000
50,5.403441,2.076018,5.375704,-0.994365,0.786082,0.000000
51,7.704345,6.038821,17.171126,-0.805350,0.853239,0.000000
52,-5.401861,-7.777037,0.280279,-0.987407,0.786422,0.000000
53,-6.610975,-6.353659,15.585957,-0.989533,0.732746,0.000000
54,5.965476,-0.422551,6.645162,-1.000000,0.793735,0.000000
55,7.001090,6.777991,16.741442,-0.881799,0.843692,0.000000
56,-7.160041,-0.871962,3.383355,-0.999990,0.813158,0.000000
57,5.846015,5.543966,6.920590,-0.970277,0.755822,0.000000
58,7.580682,2.976801,7.210727,-0.999997,0.784766,0.000000
