Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.678576,1.848314,2.414625,-0.975532,-1.979373,0
1,0.412043,1.598416,0.008185,-0.000174,-1.413807,0
2,0.103933,1.295069,4.772487,-0.000375,-0.565978,0
3,0.597731,1.942020,0.923451,-0.023626,-1.810539,0
4,0.261466,1.526983,0.178823,-0.000014,-1.096324,0
5,0.453154,1.804777,0.820159,-0.001651,-1.498709,0
6,0.831878,0.813122,1.012442,-0.000000,-2.284795,0
7,0.440447,1.130957,1.112683,-0.367732,-1.430283,0
8,0.623906,1.443075,3.989227,-0.000000,-1.855903,0
9,0.432367,1.501776,3.219445,-0.248280,-0.063875,0
10,0.249138,1.932993,1.807838,-0.000082,-1.024080,0
11,0.980388,1.241679,2.024542,-0.000000,-2.743728,0
12,0.659811,0.841618,2.307884,-0.000000,-1.934058,0
13,0.824724,0.844587,1.033230,-0.000001,-2.260889,0
14,0.402147,1.476397,4.305573,-0.990968,-1.327693,0
15,0.180994,1.808773,1.968565,-0.000022,-0.892259,0
16,0.122705,1.593730,4.385907,-0.000201,-0.638003,0
17,0.685187,1.258666,4.163664,-0.000000,-1.914448,0
18,0.915829,1.602351,0.695133,-0.423049,-4.618479,0
19,0.997998,1.553344,1.535540,-0.000000,-2.894389,0
20,0.729920,1.295426,2.698078,-0.000000,-2.060156,0
21,0.455386,1.898826,2.961716,-0.210842,-0.234672,0
22,0.370739,1.311055,1.522089,-0.020742,-1.274696,0
23,0.225921,1.419462,2.576473,-0.001036,-0.936613,0
24,0.919468,1.993516,1.870120,-0.000067,-2.598650,0
25,0.323053,0.694973,0.608114,-0.266015,-0.049194,0
26,0.617032,1.331298,4.556057,-0.000000,-1.809780,0
27,0.481981,1.927584,2.038418,-0.073149,-1.547851,0
28,0.415391,1.670268,0.887927,-0.001649,-1.390426,0
29,0.650323,1.457662,2.820529,-0.000870,-1.930908,0
30,0.232024,1.235881,4.675638,-0.154270,-0.887968,0
31,0.778004,1.918596,4.524525,-0.000000,-2.020595,0
32,0.996375,1.134969,4.996485,-0.000000,-2.906927,0
33,0.768534,1.370532,3.850104,-0.000000,-2.075275,0
34,0.347034,0.813924,0.911069,-0.267494,-0.249321,0
35,0.899543,0.886793,3.039933,-0.000000,-2.505780,0
36,0.740557,1.684361,3.587672,-0.000000,-2.077808,0
37,0.593944,0.617247,0.292439,-0.104103,-1.790099,0
38,0.269001,1.893520,3.701475,-0.008054,-1.018679,0
39,0.296085,1.467785,3.341147,-0.045398,-1.066044,0
40,0.516318,0.616557,4.820817,-0.000000,-1.517185,0
41,0.353925,0.593670,3.695240,-0.000005,-1.170977,0
42,0.988382,0.993469,2.311666,-0.000000,-2.750822,0
43,0.891489,0.612364,0.881692,-0.000000,-2.487104,0
44,0.795564,1.945296,0.092622,-0.034624,-2.237937,0
45,0.727457,1.380790,4.115162,-0.000000,-2.024082,0
46,0.546735,1.672673,2.954293,-0.638567,-2.932615,0
47,0.687046,1.688258,0.614340,-0.163285,-1.999191,0
48,0.224946,1.193890,4.273793,-0.066663,-0.864437,0
49,0.844461,1.838838,3.394134,-0.000000,-2.392035,0
50,0.385184,0.749625,1.978253,-0.843207,-2.285120,1
51,0.377528,1.532422,0.267862,-0.000244,-1.321029,0
52,0.158100,1.395923,2.526747,-0.000100,-0.785831,0
53,0.186987,1.641308,3.985357,-0.001293,-0.835151,0
54,0.624482,0.574818,3.656406,-0.000000,-1.801763,0
55,0.351324,1.461604,3.044814,-0.192341,-1.182501,0
56,0.726262,1.498640,2.498049,-0.000126,-2.054667,0
57,0.794912,1.302868,1.910365,-0.000206,-2.151488,0
58,0.937053,1.334168,2.423510,-0.000000,-2.584033,0
59,0.515553,1.644537,1.225873,-0.049493,-1.619358,0
60,0.119903,1.524810,1.656729,-0.000005,-0.746745,0
61,0.573511,0.587489,0.849205,-0.000472,-1.761767,0
62,0.551094,1.120165,3.094972,-0.000111,-1.696636,0
63,0.158449,1.339061,2.219627,-0.000078,-0.790532,0
64,0.197982,1.272206,1.894240,-0.000250,-0.887502,0
65,0.610128,0.659588,0.504268,-0.085138,-1.841725,0
66,0.605634,1.578790,3.166392,-0.003912,-1.826742,0
67,0.741283,1.114758,1.158714,-0.353055,-0.096174,0
68,0.397411,1.766288,2.777606,-0.111446,-1.316029,0
69,0.290461,1.820685,1.255472,-0.000102,-1.125268,0
70,0.163019,1.262426,2.788934,-0.000344,-0.773645,0
71,0.421864,1.766394,2.315039,-0.055236,-1.380470,0
72,0.849414,0.950164,2.016935,-0.000000,-2.316555,0
73,0.365241,1.344376,1.748932,-0.024753,-1.257580,0
74,0.701818,1.119592,0.407853,-0.481205,-1.661549,0
75,0.935241,1.394992,2.962991,-0.000000,-2.461457,0
76,0.684574,1.506990,4.086054,-0.000000,-1.991307,0
77,0.909162,1.592095,3.981508,-0.000000,-2.393552,0
78,0.861494,1.172893,1.766415,-0.000000,-2.377322,0
79,0.732258,0.839061,0.394214,-0.630504,-0.037247,0
80,0.647584,1.828346,2.048459,-0.160129,-0.082754,0
81,0.939065,1.123009,3.813654,-0.000000,-2.452464,0
82,0.140159,1.993641,3.140348,-0.000031,-0.751712,0
83,0.457798,1.681044,1.605958,-0.033128,-1.478319,0
84,0.462625,0.577435,0.695532,-0.520836,-1.475377,0
85,0.873081,0.711645,2.235407,-0.000000,-2.503721,0
86,0.131260,1.397766,4.693410,-0.000796,-0.649263,0
87,0.862569,0.519362,3.848648,-0.000000,-2.469452,0
88,0.436747,1.506220,4.511078,-0.010849,-1.409078,0
89,0.941241,0.939250,3.472328,-0.000000,-2.466975,0
90,0.246274,1.424376,4.573871,-0.088646,-0.932569,0
91,0.304404,1.985470,3.245389,-0.007900,-1.093312,0
92,0.589147,1.557470,3.293456,-0.001612,-1.776845,0
93,0.747434,0.698733,2.527066,-0.000000,-2.087048,0
94,0.193416,1.143648,3.512834,-0.006222,-0.808810,0
95,0.582780,1.914859,1.342199,-0.081905,-1.782405,0
96,0.207383,1.932506,2.622762,-0.000109,-0.926320,0
97,0.231578,1.831218,2.750585,-0.000377,-0.972718,0
98,0.658559,1.317720,1.526028,-0.366872,-0.130591,0
99,0.519854,1.478264,3.209548,-0.880495,-1.618425,0
100,0.329116,1.530545,4.124190,-0.263851,-0.105253,0
