Attribute,Value
Number Critical Scenarios,523
Number Critical Scenarios (duplicate free),130
Number All Scenarios,1000
Number All Scenarios (duplicate free),220
Number Best Critical Scenarios,254
Number Best Critical Scenarios (duplicate free),41
Number Best Scenarios,322
Number Best Scenarios (duplicate free),59
Ratio Critical/All scenarios,0.52
Ratio Critical/All scenarios (duplicate free),0.59
Ratio Best Critical/Best Scenarios,0.79
Ratio Best Critical/Best Scenarios (duplicate free),0.69
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.        0.826511  0.      ]
Input value of critical (first of population of interest),[ 5.891168 -7.584017  1.550983]
