Attribute,Value
Number Critical Scenarios,343
Number Critical Scenarios (duplicate free),91
Number All Scenarios,1000
Number All Scenarios (duplicate free),238
Number Best Critical Scenarios,9
Number Best Critical Scenarios (duplicate free),9
Number Best Scenarios,20
Number Best Scenarios (duplicate free),20
Ratio Critical/All scenarios,0.34
Ratio Critical/All scenarios (duplicate free),0.38
Ratio Best Critical/Best Scenarios,0.45
Ratio Best Critical/Best Scenarios (duplicate free),0.45
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.99629134  0.85351555 -5.8829548 ]
Input value of critical (first of population of interest),[-4.81124342  2.39629335  4.7994349 ]
