Attribute,Value
Number Critical Scenarios,194
Number Critical Scenarios (duplicate free),48
Number All Scenarios,1000
Number All Scenarios (duplicate free),218
Number Best Critical Scenarios,133
Number Best Critical Scenarios (duplicate free),19
Number Best Scenarios,532
Number Best Scenarios (duplicate free),59
Ratio Critical/All scenarios,0.19
Ratio Critical/All scenarios (duplicate free),0.22
Ratio Best Critical/Best Scenarios,0.25
Ratio Best Critical/Best Scenarios (duplicate free),0.32
Iteration first critical found,2
Fitness value of critical (first of population of interest),[-0.999996  0.840452 -4.254182]
Input value of critical (first of population of interest),[ 0.070214 -7.638679  3.96758 ]
