Attribute,Value
Number Critical Scenarios,226
Number Critical Scenarios (duplicate free),226
Number All Scenarios,1000
Number All Scenarios (duplicate free),1000
Number Best Critical Scenarios,7
Number Best Critical Scenarios (duplicate free),7
Number Best Scenarios,7
Number Best Scenarios (duplicate free),7
Ratio Critical/All scenarios,0.23
Ratio Critical/All scenarios (duplicate free),0.23
Ratio Best Critical/Best Scenarios,1.00
Ratio Best Critical/Best Scenarios (duplicate free),1.00
Iteration first critical found,1
Fitness value of critical (first of population of interest),[-1.        0.789377  0.      ]
Input value of critical (first of population of interest),[1.846287 7.657959 4.328733]
