RS_n_evals,RS_cid,RS_cid_sigma,NSGA-II-D_n_evals,NSGA-II-D_cid,NSGA-II-D_cid_sigma,NSGA-II_n_evals,NSGA-II_cid,NSGA-II_cid_sigma
100.0,0.33876852325189016,0.024795023010045804,100.0,0.539117125424457,0.12816054567178578,100.0,0.4878468982262804,0.06610605115453635
200.0,0.2901066730542391,0.013497757940857676,200.0,0.43758935530985166,0.08804449748671185,200.0,0.4583538242926567,0.06799326440929991
300.0,0.26549973508999025,0.015824773649166807,300.0,0.40521163326076,0.06533832259208543,300.0,0.44712332986690306,0.07643411513832177
400.0,0.24931827457391892,0.014057965265162188,400.0,0.38129017073642435,0.0683808664795486,400.0,0.44199791742671213,0.07553941716922555
500.0,0.2390873920859382,0.014049299296256814,500.0,0.3711742323669892,0.06342731735243438,500.0,0.44121051690451607,0.07583289173992074
600.0,0.23011768291648543,0.010030307702998491,600.0,0.36593417385702953,0.06607708293399317,600.0,0.438629195749834,0.07581796953250457
700.0,0.2226642276804541,0.008511887846422948,700.0,0.36134356367570397,0.06837788756278249,700.0,0.4370756218679525,0.07538531896635658
800.0,0.2167026797924903,0.006906336055129496,800.0,0.35787477768102405,0.06995767501760937,800.0,0.43663298012046925,0.0754936470092117
900.0,0.2110040974022532,0.005469608555478094,900.0,0.34435343694148957,0.07089628956243083,900.0,0.43641844670873037,0.07554301080492835
1000.0,0.20643028751844067,0.005168845609055143,1000.0,0.3377538527615792,0.07214684371847523,1000.0,0.43608184479678674,0.07587246808042994
